,Unnamed: 0,author,date,section,word_count,abstract,headline,source
419,419,"Strawser, Justin","Oct 5, 2011",News,447,"SUNBURY - It's likely Northumberland County will be declared a ""major disaster"" in all seven Federal Emergency Management Agency (FEMA) categories. Greg Showers, Pennsylvania Emergency Management Agency (PEMA) public assistance director, delivered the news during a meeting Tuesday at the county administration building that involved FEMA, PEMA, county and local municipal officials. An emergency declaration was issued in response to the Flood of 2011, and that allows public health and safety expenses to be compensated. Later, a joint preliminary damage assessment was conducted by PEMA and FEMA, and it was determined the damages exceeded the threshold of $3.27 per individual in the county, which has a population of 94,528, according to the 2010 census. In fact, the county has a current damage estimate of $8.18 per individual - which would total $773,239 - but that number is expected to continue to climb as more damage estimates are gathered.",County Disaster Status Still Growing,The News - Item
420,420,"Ward, Robbie","Jun 2, 2012",News,854,"""It's scary,"" said [Donna Kolojeski], who stopped using strips to monitor her glucose levels because of costs. ""But I tell myself others have it worse."" ""We've had several late-stage cancers diagnosed here,"" she said. ""One woman with fourth stage breast cancer died six weeks later."" ""I'd love to be put out of business,"" said [Gloria Blandina]. ""But I don't think it's going to happen.""","For Some, Choice Between Basic Needs And Health Care",Citizens' Voice
421,421,,"Jun 1, 2012",Opinion,436,"According to the Congressional Joint Committee on Taxation, the official authority for tax legislation, the Buffett rule would raise only $47 billion over a decade.","Letter To The Editor, June 2, 2012",The Daily Review
422,422,"Lockwood, Jim; McConnell, Steve","Oct 9, 2012",News,607,"In the first day of a two-day campaign swing through Pennsylvania, Biden visited the Obama/Biden campaign's Scranton field office on Wyoming Avenue in downtown Scranton. During an 8 1/2-minute speech, she sounded a theme that the Obama administration's policies have moved the country ""forward"" in various areas, including education, bringing troops home from Iraq and Afghanistan, bringing Osama bin Laden to justice, expanding G.I. Bill benefits, ending ""Don't Ask, Don't Tell,"" promoting women's rights, particularly in health care, improving the economy and bailing out the auto industry. ""Going forward doesn't just happen on its own. That's why I'm here today. That is why you're here today. Because it's going to take all of us, every single one of you,"" Biden told the crowd. ""The voter registration deadline for Pennsylvania is just hours away, and we need every hour. We need you to go out and get people to register to vote because we have to keep taking this country forward on Election Day.","VP Biden's Wife Stumps In Scranton, Hazleton",Republican & Herald
423,423,"Falchek, David","Jun 28, 2012",News,704,"The decision, said U.S. Rep. Lou Barletta, R-Hazleton, was a ""defeat for individual freedom"" and pledged to ""do what my constituents have asked me to do - repeal and replace."" Barletta blamed the Affordable Care Act for the current economic situation, saying it would hurt small businesses and expand the role of government in people's lives. ""[Romney] has danced around this but he may be able to use his current opposition to his benefit,"" [Thomas Baldino, Ph.D.] said. ""Voters amped about getting [Obama] out will view health care as another reason to get out and vote for Romney."" ""It's not clear to me whether Obama can take the success at the Supreme Court and mobilize his base,"" Baldino said. ""Democrats will support him, but he has to get more independents - the real swing voters - supporting the law and supporting him.""",Legislators Mixed On Health Care Law Ruling,Citizens' Voice
424,424,,"Aug 6, 2012",Opinion,306,"[...]while I/we are totally aware of the shortcomings of (Obama) in the White House and his State, Justice, and other Departments of the Executive Branch plus those Congressional supporters of his goals, there are other issues that I feel need addressing by a ""true reformer candidate.""","Letter To The Editor, Aug. 4, 2012",The Daily Review
425,425,,"Feb 2, 2012",Opinion,1122,"Editor: ""Toxic dominatrix of illegal immigration."" Those words were chosen by New York Times columnist Maureen Dowd to describe Arizona Gov. Jan Brewer when Ms. Brewer greeted President Obama at the Phoenix airport (""Runway confrontations help Obama take off,"" Jan 31). Regardless of one's stance on illegal immigration, to characterize the governor of a state at the front lines in the battle to curb illegal immigration in such a base manner seems rather extreme. I doubt that Ms. Dowd would advise a high school journalism class to utilize such tactics. I do recall, however, that Saul Alinsky, the acclaimed genius political activist of the radical left believed that the end justified the means - that unjustly smearing an opponent was definitely acceptable if it led to success and advanced your cause. Perhaps Ms. Dowd is simply applying Alinsky's recipe for success outlined in his most notable work, ""Rules for Radicals."" Editor: I can't believe UGI Penn Natural Gas is trying to block Leatherstocking Gas Co. from servicing northern Susquehanna County with the excuse that, according to your Jan. 19 story, ""it just hadn't gotten around to it yet.""",Letters To The Editor - 2/3/201,The Times - Tribune
426,426,,"Jul 10, 2012",Opinion,986,"City Council President Janet Evans is the hero here. By refusing to adopt the mayor's ridiculous recovery plan, she ended the ongoing deception. If we can't pay our bills with the existing revenue stream, then it's time to reduce the expenditures. I notice that the wage tax wasn't touched, either. Why are the property owners bearing the brunt of the sacrifice? Could it be that it was the easiest way out? I'm sorry Mr. Mayor, but we're not letting you off that easy. We're fighting for our financial lives. Such citations and fines will act doubly in the city of Scranton's favor. First, they'll clear up the horrible Hill Section blight (and blight across the city) and second, the money will go straight to the aid of our city's deep financial crisis.",Letters To The Editor 7/11/2012,The Times - Tribune
427,427,"KRAWCZENIUK, BORYS","Oct 19, 2012",News,654,"""I have worked with other folks,"" Mr. [Gene Stilp] told The Times-Tribune editorial board Thursday. ""What I did not do is go along to get along or follow the leader, If the leader has a bad idea, you don't go along with that. There are points at which you have to take on both parties, even your own."" ""I can work with the other side and I can work across the aisle to work with people who have interesting ideas,"" Mr. Stilp said. ""I'm not going to be a backbencher who just follows the leaders."" ""I come from a place where I recognize Congress is broken,"" he said. ""It doesn't operate for the average Joe and Jane. ... You're looking at a warrior on behalf of the people and also a person who can work with other warriors.""","Stilp Says He's ""warrior"" For ""the People""",The Times - Tribune
428,428,,"Jun 16, 2012",Opinion,1209,"There are other suitors for [Shelly]'s refinery, which Mr. Corbett says could create 7,000 new hires and as many as 20,000 jobs from here to eternity. BUYER BEWARE: These alleged jobs are dependent upon gas drilling, which despite Mr. Corbett's claims, has failed to produce many jobs for anyone not ""visiting"" from Texas, Louisiana or Oklahoma and collecting DUIs and protection-from-abuse orders like baseball cards. The dowry Mr. Corbett is offering Shelly includes a 15-year Keystone Opportunity Zone tax break (banking on the stunning past successes of KOZ) worth $66 million a year. It also promises infrastructure money from the ""impact fee"" that Mr. Corbett and his enablers tried to sell as a ""responsible alternative to a severance tax,"" as if such a thing exists outside of Mr. Corbett's compromised mind. If you still trust Mr. Corbett to put the interests of Pennsylvanians above the desires of his corporate masters, you are among the few remaining apologists who will fill my inbox with condescending emails like: '[CHRIS KELLY], you idiotic, America-hating, liberal pansy! Shelly is super hot, and Corbett has no choice but to pursue her job-creating curves! Why get hung up on the costs when Shelly is so hot?""",Kelly: Corbett's Lavishing Tax-free Gifts In Pursuit Of Potentially Toxic Refinery,The Times - Tribune
429,429,,"Sep 19, 2012",News,952,"75 years ago, movies playing locally included ""The Life of the Party"" at the Capitol, ""Windjammer"" at the State, ""Trader Horn"" at the Family Theater, ""Stella Davis"" at the Strand and ""The Sheik Steps Out"" at the Riviera. Today's Birthdays: Author Roger Angell is 92. TV host James Lipton (""Inside the Actors Studio"") is 86. Actress Rosemary Harris is 85. Former Defense Secretary Harold Brown is 85. Actor Adam West is 82. Retired MLB All-Star pitcher Bob Turley is 82. Actor David McCallum (TV: ""NCIS"") is 79. Singer-songwriter Paul Williams is 72. Singer Bill Medley is 72. Singer Sylvia Tyson (Ian and Sylvia) is 72. Singer Freda Payne is 70. Golfer Jane Blalock is 67. Singer David Bromberg is 67. Actor Randolph Mantooth is 67. Rock singer-musician Lol Creme (10cc) is 65. Former NFL running back Larry Brown is 65. Actor Jeremy Irons is 64. Actress Twiggy Lawson is 63. TV personality Joan Lunden is 62. Singer-producer Daniel Lanois is 61. Actor Scott Colomby is 60. Musician-producer Nile Rodgers is 60. College Football Hall of Famer and former NFL player Reggie Williams is 58. Singer-actor Rex Smith is 57. Actor Kevin Hooks is 54. Actress Carolyn McCormick is 53. Country singer Jeff Bates is 49. Country singer Trisha Yearwood is 48. Actress-comedian Cheri Oteri is 47. News anchor Soledad O'Brien is 46. Rhythm-and-blues singer Espraronza Griffin is 43. Actress Sanaa Lathan (suh-NAH' LAY'-thun) is 41. Actress Stephanie J. Block is 40. Rock singer A. Jay Popoff (Lit) is 39. Comedian and TV talk show host Jimmy Fallon is 38. TV personality Carter Oosterhouse is 36. Actress-TV host Alison Sweeney is 36. Rock musician Ryan Dusick is 35. Folk-rock singers-musicians Sara and Tegan (TEE'-gan) Quin are 32. Actor Columbus Short is 30. Rapper Eamon is 29. Christian rock musician JD Frazier is 29. Actor Kevin Zegers is 28. Actress Danielle Panabaker is 25.",On Sept. 19 In NEPA,The Times - Tribune
430,430,"KRAWCZENIUK, BORYS","Oct 14, 2012",News,1813,"""But how do you think they can prevent people (from getting coverage)? Through costs,"" [Tom Marino] said. ""Certain aspects of diseases, particularly where there's no cure for it, they're not going to hesitate to say the cost of treating someone for a disease like this (for) which there's no cure is too expensive so we're not going to do it."" ""It's not perfect and I'm not a big fan of the mandate at the end of the day,"" he said. ""I do think it's a stake in the ground,"" he said. ""There's a ton of things (that need tweaking) I'm sure, but I would need to look at it on a line by line basis."" ""So the challenge is to get 100 percent of people covered,"" he said. ""Uninsured care happens and it's just a question of who pays for it. If you don't cover it, the people paying for it are the providers. It's the doctors, it's the nurses, it's the hospitals.""",Obamacare: Issue Doesn't Fade In Race For U.S. Rep,The News - Item
431,431,"Sullivan, Katie","Oct 26, 2012",News,402,"""I think that anti-heroic ending is indicative of where bin Laden was and where al-Qaida was. It wasn't a spectacular martyrdom. He didn't fight back,"" Mr. [Peter Bergen] said. Mr. Bergen also discussed his latest book, ""Manhunt: The Ten-Year Search for Bin Laden: from 9/11 to Abbottabad,"" in which he analyzes bin Laden's movements post-9/11, the CIA's hunt for the terrorist leader, President Barack Obama's actions as a decision maker, the evolution of U.S. special forces, the use of coercive interrogation and the relationship between the U.S. and Pakistan.",Bin Laden Author Speaks At University Of Scranton,The Times - Tribune
432,432,"KRAWCZENIUK, BORYS","Feb 20, 2012",News,1036,"Republicans won't be here that long, but the last primaries before Pennsylvania's are April 3, when Republicans weigh in during primaries in Texas, Wisconsin, Maryland and the District of Columbia. That potentially means three weeks of campaigning by the candidates in Pennsylvania and four other states with primaries scheduled the same day - New York, Connecticut, Rhode Island and Delaware. As of Monday, eight states had held primaries or caucuses, and [Mitt Romney] had 99 delegates of the 1,144 necessary to earn the nomination, [Rick Santorum], 47 delegates, [Newt Gingrich], 32 delegates, and [Ron Paul], 20 delegates, according to the RealClearPolitics website, which tracks national politics. It would be almost impossible for anyone to officially wrap up the race by Pennsylvania. Romney is closest, needing 1,045 delegates to get to 1,144. The primaries and caucuses coming up before Pennsylvania have 1,197 delegates to award, meaning even Romney would have to win almost all of them to wrap things up.",Pennsylvania GOP Primary Likely Relevant To Presidential Nomination,The News - Item
433,433,"KRAWCZENIUK, BORYS","Jul 20, 2011",News,888,"""They're not playing just one note here, they're playing a symphony,"" Medicare head Dr. Donald Berwick told The Times-Tribune in 2009 when he was chief executive of the Institute for Healthcare Improvement. As Medicare's chief, Dr. Berwick appointed a former Geisinger official, Dr. Richard Gilfillan, as head of a Medicare innovation center. Geisinger has grown into multiple hospitals, including Geisinger Wyoming Valley in Plains Twp. and Geisinger South Wilkes-Barre; 37 community doctors' offices; the Marworth Alcohol and Chemical Dependency Center; and helicopter ambulances in Avoca, Danville, State College, Williamsport and Minersville. In the early 1900's, Geisinger merged three smaller Wyoming Valley hospitals into Geisinger Wyoming Valley Medical Center, a campus that has expanded to include a cancer center and a heart hospital. Geisinger's Janet Weis Children's Hospital in Danville, the subject of annual marathon local television fundraisers, is renowned for its child care.",Geisinger Enters Market,The Times - Tribune
434,434,"Krawczeniuk, Borys","Oct 23, 2012",News,784,"""The last thing we need down in Washington is more hyper-partisanship, more ideology, more 'no compromise' instead of the efforts that some of us have made to bring people together,"" [Bob Casey] said, referring to [Tom Smith]. ""The worst thing we could do right now is to take a turn into a more partisan, more ideological direction."" ""I think we'd be creating a lot more jobs right now were it not for blocking of those seemingly bipartisan efforts that (are in) their agenda,"" Casey said. ""I mean this is no-compromise, scorched-earth agenda. Republicans have never seen this. That's why some of them in the Congress are losing their patience with the Tea Party."" ""You can have a debate about Iran, but to try to put people in different camps that 'If you don't agree with me on this part of the foreign policy, you are somehow weak' or you are alleging that people misled intentionally (on the Libyan attack) without the evidence to back it up harms our foreign policy,"" he said. ""Now, do I think the administration handled this (the Libya attack) well? No, they didn't. They did a really bad job of communicating on this and ... getting their facts together before the messages went out. But let's let the investigation proceed and reach a determination instead of jumping the gun and pointing fingers in the middle of an election year.""",Casey Makes The Case For Re-election,Citizens' Voice
435,435,"Scicchitano, Eric","Oct 29, 2012",News,120,"SHAMOKIN - President Barack Obama has signed a disaster declaration for Pennsylvania. According to Northumberland County Emergency Management, high winds will fell trees and utility poles, creating a widespread loss of power.",Obama Issues Disaster Declaration For Pa.,The News - Item
436,436,"Krawczeniuk, Borys","Jul 29, 2011",News,555,"""Today is day one of changing the way Washington works. Today is day one of changing the culture of Washington,"" [Lou Barletta] said in a statement. ""This is the beginning of changing America's broken system. No more budget gimmicks. Today, I voted for a plan with real solutions that restores spending discipline to Washington."" ""The bill I voted for Friday is a realistic approach to our fiscal crisis because it imposes spending controls on politicians in Washington,"" he said. ""The American people have had enough. They've had enough of the bickering. They've had enough of the games. And they've had enough of the empty promises. Today, we put people before politics and voted for a responsible plan that will restore some common sense and peace of mind for the American people."" ""I spent the last two weeks talking with constituents, reading the feedback they sent through my district offices and website, consulting with financial experts, and weighing the pros and cons with colleagues,"" [Tom Marino] said. ""I believe this legislation is an important step forward for our nation.""",Area's Republican Congressmen Vote For House GOP Plan,Citizens' Voice
437,437,,"May 11, 2012",Opinion,473,"The Auburn Borough Council made the correct decision in eliminating the Auburn one-officer police department. The police department, to be effective, needs to operate 24 hours a day, 365 days a year, with multiple officers which we, in Auburn, don't need; and of course, can't afford. Schuylkill County needs regional police departments, not all these local coverage-challenged police departments. I would suggest four police departments for Schuylkill County: Schuylkill North, Pottsville City, Schuylkill South and the state police. The advantages are obvious with all municipalities sharing costs, improved chain of command and improved coverage, etc.",Thunder/Enlightning,Republican & Herald
438,438,,"Mar 20, 2012",News,728,"""We think it's an interesting process; it's not being done in a lot of places,"" [Thomas Harlow] said. ""Those are some of the (benefits) about becoming part of the Geisinger system."" ""Previously, if a surgeon had a bad outcome, you bring the patient back, you fix it and you still get paid"" by the provider, be it an insurance company or the government through Medicare, Harlow said. ""I think what we're seeing is a shift across the industry in who assumes that risk."" Geisinger's Proven Care program is built along those lines, [Thomas Sokola] said. It started a few years ago with bypass surgery, where doctors joined with Geisinger's financial folks and insurance side to develop specific criteria that the hospital and the patient must follow ""every single time"" so the process could be closely tracked. From a reliability factor of 30 percent initially, it's now 95 to 100 percent, and Proven Care is now applied to some 11 medical ""products,"" with once-reluctant physicians now asking for it in their specialties, Sokola said.",'Telemedicine' Among Merger Benefits Coming To G-SACH,The News - Item
439,439,,"Nov 27, 2011",News,145,"The Electric City Trolley Station and Museum, 300 Cliff St., will offer free admission for the 1 p.m. ceremony, at which dignitaries will speak about the line and those who built it. After the speeches, the group will head to Franklin and Lackawanna avenues to unveil a commemorative plaque.",Trolley Anniversary Ceremony Set For Thursday,The Times - Tribune
440,440,,"Nov 6, 2012",Opinion,354,"Here's some more firsts for you Obama supporters: He's the first president to terminate America's ability to put a man in space. He's the first president to encourage racial discrimination and intimidation at polling places, i.e. Philadelphia. He's the first president to have a law signed by an auto pen without being present. He's the first president to arbitrarily declare an existing law unconstitutional and refuse to enforce it. He's the first president to threaten insurance companies if they publicly speak out about their rate increases. I could go on and go until I get these done and hopefully they're published so you Obama supporters can wake up.","Thunder/Enlightning, Nov. 6, 2012",Republican & Herald
441,441,"Swift, Robert; Krawczeniuk, Borys","Jan 15, 2011",News,2939,"""I think for the average Pennsylvania taxpayer, his legacy has been higher taxes,"" said Nathan Benefield, director of policy for the conservative Commonwealth Foundation. ""And then, of course, he's leaving his successor a massive budget deficit to try and fill."" The state's unemployment rate was higher than the nation's in only three of the 95 months of Mr. [Ed Rendell]'s tenure through November, according to federal statistics. Locally, Mr. Rendell's rescue of Boscov's department stores from bankruptcy with $35 million in state/county loan guarantees saved the anchor stores of downtown Scranton and Wilkes-Barre and elsewhere.",Rendell's Legacy In Northeast Pennsylvania,The Times - Tribune
442,442,"Sullivan, Katie","Oct 4, 2012",News,320,"""I was kind of surprised because they were saying Gov. [Romney] wasn't a good debater,"" said Democratic student Raykia Koroma, adding President Barack Obama seemed a little slow to start. ""He took a longer time to get it out."" ""He's finally embracing who he is rather than trying to be Obama,"" Mr. [Aris Rotella] said. ""I'm so happy the students are coming out and getting involved in this election,"" Mr. [Don Fenocchi].",University Of Scranton Students Watch Presidential Debate,The Times - Tribune
443,443,,"Jan 15, 2012",Opinion,1186,"Editor: I've seen facts twisted before, but no more than George Will (""Rendezvous with regret"") in the Jan. 9 Times-Tribune. His error-by-omission column mentions that the net worth of seniors is 47 times greater than that of a 35-year-old. Of course, it is! Those right wingers will never stop trying to blame the baby boomers for all of our country's problems, while having the gall to accuse us of fomenting generational conflict. Their whole platform is biased toward generational conflict. We are not the greedy non-producers, constantly holding our hands out for things we haven't earned that he makes us out to be. We are only collecting from programs that we have already contributed to all of our working lives and are not involved in redistribution of the wealth in any way. Mr. [Obama] openly supported Mr. [Jon Corzine] in his failed run to retain the New Jersey governorship. The president and Joe Biden praised Corzine as a financial wizard.",Letters To The Editor - 1/16/2012,The Times - Tribune
444,444,"KRAWCZENIUK, BORYS","Sep 4, 2011",News,546,"""I don't think there's any question now that they've reversed that (momentum),"" Mr. [Bob Casey] said last week after returning from Afghanistan, which he visited after spending several days in Pakistan. ""They (the troops) would be the first ones to say that it's fragile, but it took one heck of an effort to turn that around."" ""They expect us to do two things. Start passing bills that will create jobs and conditions that will lead to job creation,"" he said. ""And stop finger-pointing and bickering and work together. I've heard that more than I've ever heard it. ... Any public official who's not focused on creating jobs in the short term ignores this at their peril. I think it's a big mistake to assume you can play politics while we're supposed to be focused on jobs.""",Casey Says Troop Withdrawal Needs Careful Evaluation,The Times - Tribune
445,445,Anonymous,"Feb 23, 2011",Opinion,661,"For some of Madison's baby boomers, these protests are a jolly stroll down memory lane. Tune up the guitars! ""This is,"" [Scott Walker] says, ""very much a Sixties mentality."" ""I am convinced,"" he says, ""this is about money - but not the employees' money."" It concerns union dues, which he wants the state to stop collecting for the unions, just as he wants annual votes by state employees on re-certifying the unions. He says many employees pay $500 to $600 annually in dues -teachers pay up to $1,000. Many might prefer to apply this money to health care premiums or retirement plans. A few days after President Obama submitted a budget that would increase the federal deficit, he tried to sabotage Wisconsin's progress toward solvency. The Washington Post: ""The president's political machine worked in close coordination ... with state and national union officials to mobilize thousands of protesters to gather in Madison and to plan similar demonstrations in other state capitals."" Walker notes that in the 1990s, Wisconsin was a trend-setter regarding school choice and welfare reform. Obama, he thinks, may be worried that Wisconsin might again be a harbinger.",No Birkenstocks For Taxpayers,The Times - Tribune
446,446,Anonymous,"Sep 16, 2011",Opinion,545,"I'm not making excuses or accusing anybody, but if you notice one thing, every year Pottsville loses a big game and at the end it's ""shoulda, coulda, woulda."" Same thing for the last five or 10 years. Admit defeat. Obama's uncle was not deported as ordered almost 20 years ago. Nice going government. Nothing to worry about unckie. Auntie won the right to stay after she was ordered to be deported. Nice to know people in high places. I wonder if auntie was ever convicted of welfare fraud. I doubt that. They should both have been thrown back when defying the first order of deportation. Commentator: We're in two wars, at the edge of a recession and high unemployment, and all you can worry about is if someone's aunt or uncle is going to be deported or not. You should set up a different list of priorities.",Thunder/Enlightning,Republican & Herald
447,447,,"Apr 4, 2012",News,80,"Lackawanna County Commissioner Corey O'Brien and other community leaders will join the 10 a.m. session at Obama for America headquarters, 216 Wyoming Ave.",Leaders In Support Of Obama To Hold Press Conference,Citizens' Voice
448,448,"Swift, Robert","Sep 12, 2011",News,529,"""There are thousands of Pennsylvanians right now who do not have homes,"" said Lt. Gov. Jim Cawley, who was named to head a governor's disaster recovery task force during a cabinet meeting. ""Some of them don't have jobs to go to."" These mobile centers will be housed in trailers at locations yet to be announced in Luzerne, Wyoming, Bradford and Columbia counties. The mobile centers will then be upgraded into permanent centers envisioned as a ""one-shop stop"" to provide federal and state disaster relief to individuals and business owners, Cawley said.",4 Mobile Recovery Centers Due In Northeastern Pennsylvania,Republican & Herald
449,449,,"Oct 21, 2012",News,400,"Voters will have to decide whether the photos, which showed the Hazleton Republican seated at a table with another woman amid what appear to be marijuana and drug paraphernalia, have any pertinence to [Tarah Toohil]'s public service. Toohil has issued her own YouTube statement saying the photos, which she said were more than a decade old, do not reflect her current lifestyle. Toohil is not the first politician embarrassed by an old photo spread far and wide by new technology or recorded unawares saying something impolitic. Both leading candidates for president have made statements in private settings - Mitt Romney's ""47 percent"" and Barack Obama's ""clinging to guns and religion"" - that still dog them on the campaign trail.","In Toohil Case, Voters Deserved To See Photos",Citizens' Voice
450,450,,"Oct 8, 2011",News,372,"""I also fear that a shift to a congressional district system for presidential elections would only intensify the partisan pressure to configure districts in a way that limits real competition,"" [Christopher Borick] said. ""The desire to lock up electoral votes for political parties before the election ever takes place is quite an attraction and undoubtedly would play a role in decisions on the shape of the state's congressional districts.""",Capital Matters: Voting For Change,Citizens' Voice
451,451,Anonymous,"Sep 4, 2011",Opinion,303,"I just received a letter from the Department of Revenue that I owe the state additional taxes. No big deal - an oversight on my part. I'm a law-abiding citizen and I'll make sure that they are paid. My question is: Are the gas drilling companies - Range Resources, Chesapeake Energy and Cabot - paying their fair share or is it still the Republican governor's policy to give companies making millions a tax break but making sure the working class pay? Can you shed some light on this for me?",Thunder/Enlightning,Republican & Herald
452,452,"Moyer, Josh","Mar 28, 2012",News,600,"""Most people are looking for the government to help grow their businesses,"" [Ann Marie McNulty] said with a laugh. ""I'm hoping they'll put me out of business."" ""We need to kill the bill entirely,"" he said in a telephone interview. ""We need to go back to the drawing board and go back to square one in making health care more affordable."" ""That's not true. There are no limits on anything like that,"" Ford said. ""There has been a lot of misinformation about the advisory board, and it's a shame people are continuing along with these scare tactics.""",Health Care Law Has Local Support,Citizens' Voice
453,453,,"Aug 20, 2012",Opinion,397,"Hey, Mitt. Who's running for president, you or [Ron Paul Ryan]? If it's Ron Paul that's running for president, that makes you vice president. I mean, could you try to clear this up and let the people know who's running for president? Frog's take: Now who stuck their foot in their mouth? Ron Paul? You mean Paul Ryan, right?","Sound Off: Monday, August 20, 2012",The News - Item
454,454,Anonymous,"Jul 30, 2011",Opinion,750,"""If it was just me, I'd do it. But there's the boys. They keep the records. If I give you a 'dog and bun, and don't get no money, they'll break two of my favorite fingers. I don't cross nobody. And I don't give it away."" ""Please,"" I begged. ""I need a 'dog. It's all I have left to live for. I don't care about colorectal cancer. Without hotdogs, my life is over. You can't let me die out here on the streets."" He shrugged, and so I suddenly got bold. ""Give me a 'dog,"" I demanded, ""or I'll tell everyone you have the stuff. You won't be able to meet the demand. The masses will tear you apart like a plump frank.""",Pssst. Hot Dogs! They Only Cost Ten Bucks Each,The News - Item
455,455,Anonymous,"Sep 6, 2011",News,1027,"Dr. Kerry Kelly, chief medical officer with the FDNY Bureau of Health Services, recommended retirement for the 47-year-old firefighter due to ""progressive reduction in (breathing) compared to pre-World Trade Center values,"" according to [Kevin]'s medical records. When the doctor told Kevin to retire, the couple left New York City and moved into their Eagle Rock retirement home. They lived on Kevin's disability income while [Vivian] cared for her husband full time. They cashed in a life insurance policy to help cover medical expenses. Vivian's sister-in-law hurried from the Midwest to Eagle Rock where she found Vivian in dire straights. Initially, Vivian's sister-in-law contacted the Standard-Speaker in the hope that shining public light on the difficulty the widow was having would motivate legislators to move quickly on the Zadroga Act. But, within a few short days, the sister-in-law realized Vivian's soul was suffering from a mortal wound. She had no fight left. It seemed Vivian was welcoming death as a peaceful option for her weary heart.","Ten Years And Counting, We Struggle To Move On",Citizens' Voice
456,456,,"May 14, 2012",Opinion,1126,"The Air Force's dramatic cuts to the Pennsylvania National Guard's 171st Air Refueling Wing will result in the reduction of 25 percent of its aircraft and associated personnel. The Air Force also intends to shutter the Pittsburgh Air Reserve Station and disband the 911th Airlift Wing by relocating two C-130 transport planes and mothballing the remaining seven. The Scranton plant is fifth in a seven-state postal area of 100 mail processing plants in terms of production, service and efficiency. Mr. [Bob Casey] held a news conference May 12 at the Scranton plant where he pressed the postmaster general to continue the moratorium on closing mail plants and hundreds of post offices, which would eliminate more than 300 middle-class jobs in Scranton and nearly 3,000 in Pennsylvania. It also would delay mail delivery by days. So, with profound gratitude, and on behalf of the cast and crew of ""The Paragon Cortex,"" I thank you for providing us the canvas and support to shoot what we believe will be an exciting movie. I'm so proud to call Northeast Pennsylvania my home.","Letters To The Editor, 5/15/2012",The Times - Tribune
457,457,"RANDOM, RODERICK","Aug 18, 2012",Opinion,806,"Supporters of Scranton's [Robert P. Casey] always contend voters got confused, nominating the Allegheny Robert P. Casey for lieutenant governor, while choosing Mr. [Pete Flaherty] over Scranton's Robert P. Casey, who lost his third bid for the Democratic nomination for governor. ""If not for these illegal contributions, [Rick Santorum]'s patsy would have no chance of getting on the ballot,"" Mr. [Larry Smar] said at the time. ""Santorum is using the Green Party as a political pawn to steal votes from [Bob Casey]."" ""I thought [Barack Obama] was going to make big changes; I had a lot of hope that way,"" Mr. Smith said. ""He's fallen into lock step with the rest of them. I feel it's unfortunate that both of the two old parties are serving the plutocracy; they are not serving you or I.""",'78 Echo: It's Smith(s) V. Casey,The Times - Tribune
458,458,,"Oct 14, 2012",Opinion,792,"This phony argument by [Romney] wasn't the only one he made. He claimed a board will determine what treatment patients can receive. This is blatantly wrong. A board does exist, but it exists to review costs by medical providers and, again, to examine high readmission rates and to recommend ways to lower costs. Grandma won't be denied health care because of some governmental board. Finally, of the couple dozen errors and lies Romney made in the debate, many not challenged by the president at the time, Romney claims his own plan - an alternate to Obamacare - allows anyone with a pre-existing condition to be able to receive insurance. That's only if the person has a gap of insurance coverage of less than 63 days in the previous 18 months. And, that's not Romney's plan, that's already in the law. The new law, under President [Obama], requires insurance coverage for pre-existing conditions. Period. No exceptions. It ends the cherry-picking by insurance companies that accept only low-risk patients. Persons who do not have employer-sponsored insurance coverage or who have been laid off and can't afford coverage for several months can't be denied insurance protection.","Romney, GOP Distort Realities Of Health Care",The News - Item
459,459,,"Mar 31, 2012",Opinion,885,"To many political observers, this marked the beginning of President [Barack Obama]'s campaign for re-election. He returned to a city that he made a focal point of his election campaign in 2008 when he picked Scranton native Joe Biden to be his vice-presidential candidate. With the announcement of Mr. Biden as his running mate, Mr. Obama thrust Scranton into the center of the presidential election in 2008. He went on to say, ""Now, I mention Joe, first of all, because he loves Scranton. He was born here in Scranton. He spent his early years here in Scranton. This town helped make him who he is. This is a town where he and so many of you grew up with faith in an America where hard work matters. Where responsibility matters. Where if you stay true to those things, you can get ahead. Where no matter who you are, no matter what you look like - whether you own a factory or you work on the factory floor - America is a place where you can make it if you try."" President Obama ended his November remarks in Scranton with these words, ""There is nothing wrong with this country that we can't fix. We're Americans, and our story has never been about things coming easy to us. That's not what Scranton has been about. That's not what Pennsylvania, that's not what America has been about. It's about rising to the moment, and meeting the moment when things are hard. It's about doing what's right.""",Scranton Will Again Become Political Focal Point For Presidential Election,The Times - Tribune
460,460,,"May 23, 2012",News,113,"""These lawsuits are about religious freedom,"" [Bishop Joseph Bambera] said. ""They are about the federal government assaulting one of our country's most treasured freedoms - the freedom to practice one's religion without government interference.""",Bishop Announces Support For Lawsuits Against Obama Administration,The Times - Tribune
461,461,"KRAWCZENIUK, BORYS","Aug 30, 2012",News,450,"Helped by two visiting Massachusetts state legislators, they bashed former Massachusetts Gov. Mitt Romney and his running mate, Rep. Paul D. Ryan, of Wisconsin,, saying the Republican ticket favors policies that will hurt the middle class and favor the wealthiest Americans.","Dems Look To Soften Up Romney, Too",The Daily Review
