,author,date,section,word_count,abstract
96,"Schweitzer, Sarah","Apr 8, 2012",Metro,937,"
Correction: 4/24/2012 - Correction: Because of a reporting error, an April 8 Metro story about pollsters' concerns about a 1998 New Hampshire law restricting push polling misspelled the last name of Howard Fienberg, the director of government affairs for the Marketing Research Association New Hampshire residents may be among the most pollster-besieged in the nation, quadrennially fielding call after call during the dinner hour from those seeking to gauge electoral leanings.
"
97,,"Apr 8, 2012",Metro,699,"
In 1952, President Harry S. Truman issued an executive order seizing the American steel industry to avert a nationwide strike.  The New York Times won seven Pulitzer Prizes, six of them related to coverage of the Sept. 11 attacks; Suzan-Lori Parks became the first black woman to win a Pulitzer for drama, for her play Topdog/Underdog, while Richard Russo won the fiction prize for Empire Falls.\n 
"
98,,"Apr 8, 2012",Regional,158,"
The Republican Town Committee will hold its reorganization meeting at 7 p.m. Monday at the central fire station on High Street. 
"
99,,"Apr 11, 2012",EditorialOpinion,524,"
[...] a blanket privilege would seem unnecessary to ensure judicial independence in a state where judges sit for decades without facing elections or reappointment hearings.
"
100,"Vennochi, Joan","Apr 12, 2012",EditorialOpinion,719,"
According to Catalyst, the nonprofit membership organization dedicated to expanding opportunities for women in business, women currently hold 3.4 percent of Fortune 500 CEO positions.
"
101,"Green, Joshua","Apr 12, 2012",EditorialOpinion,722,"
[...] it wasn't the new grassroots enthusiasm but the sober, insider competence it had supposedly displaced that decided the Republican nominee.
"
102,Anonymous,"Apr 12, 2012",Business,379,"
Residential real estate, meanwhile, showed signs of strengthening, boosted by low interest rates, falling prices, mild weather, and an improving economy, according to the Fed.
"
103,"Aucoin, Don","Apr 12, 2012",Arts,590,"
Huntington artistic director Peter DuBois said that in addition to three productions at the BCA's Wimberly Theatre, the company will present David Cromer's version of Thornton Wilder's ""Our Town"" in the BCA's smaller Roberts Studio Theatre, the first time the company has staged a production there.
"
104,"Levenson, Michael","Apr 13, 2012",National,1068,"
In the last decade, Perry has dropped $31 million on races in Texas, helped fuel the rise of Governor Rick Perry, who is not related, and given $4.5 million to the Swift Boat Veterans for Truth, according to Texans for Public Justice, a campaign finance watchdog group that has called him the ""King of Dirty Politics.""  In 2006, for example, Perry gave Joseph Nixon, a Republican member of the Texas House, $262,500, a massive sum for a state legislator, after Nixon authored and passed a bill that could have benefited the home-building industry by sharply limiting personal injury claims.
"
105,Anonymous,"Apr 13, 2012",National,757,"
Walker faces a recall election after he partially stripped many of the state's public employee unions of their collective bargaining rights.
"
106,"Phillips, Frank","Apr 13, 2012",Metro,534,"
Brown's attempt to connect himself to Boston's long and emotional relationship with the Red Sox and its historic playing field fits neatly into his campaign theme that his Democratic rival Elizabeth Warren is a Harvard Law school professor and Cambridge elitist who is out of touch with mainstream Massachusetts culture.
"
107,,"Apr 15, 2012",National,769,"
Hispanics are an increasingly important voting bloc in presidential elections.
"
108,,"Apr 17, 2012",National,519,"
Las Vegas billionaire gives $5m to GOP super PAC WASHINGTON - Sheldon Adelson, a Las Vegas billionaire whose family had bolstered Republican presidential candidate Newt Gingrich's campaign, has donated $5 million to a super political action committee for House Republicans, according to campaign documents. 
"
109,"Arsenault, Mark","Apr 17, 2012",Metro,574,"
The younger Kennedy also received donations from Mary Beth Cahill, a former aide to the late senator who directed US Senator John F. Kerry's 2004 presidential campaign; Dick Gephardt, former House majority leader and a political mentor to Patrick Kennedy; Paul Kirk, former US senator and a longtime family friend who was appointed temporarily to the Senate after Edward Kennedy's death in 2009; and Mindy Myers, a former aide to President Clinton who is now managing the US Senate campaign in Massachusetts for Democrat Elizabeth Warren.
"
110,"Borchers, Callum","Apr 18, 2012",National,872,"
Callum Borchers Boehner, McConnell now stand behind Romney A week after Rick Santorum abandoned his bid for the Republican presidential nomination, House Speaker John Boehner and Senate minority leader Mitch McConnell offered belated endorsements on Tuesday to Mitt Romney, now the presumptive GOP nominee.
"
111,Bobby Caina Calvan,"Apr 19, 2012",National,1133,"
Rob Jesmer, the fund-raising group's executive director, accused national Democratic leaders of pushing aside high-profile Democrats, such as Representative Chellie Pingree, a close friend of King, from running.  With an agenda that balanced environmentalism and probusiness initiatives, he rode a strong regional economy to an overwhelming reelection victory in 1998 - his vote total almost doubled that of the combined Democratic and Republican challengers.
"
112,"Denison, D C","Apr 19, 2012",Business,1040,"
For politicians, however, the chance to reach a public broadcasting audience would be ""a dream come true,"" according to Michael Goldman, a local consultant to Democrats.  Because the Boston radio market is dominated by conservative talk show hosts, such as WTTK-FM's Michael Graham and WRKO-AM's Howie Carr, Goldman said, there aren't many options for moderate or liberal candidates who want to advertise on talk-radio.
"
113,"Tracy, Jan","Apr 20, 2012",National,1176,"
PHILADELPHIA - Mitt Romney has pulled much of his planned multimillion-dollar advertising in Pennsylvania and downshifted on other campaign activities following Rick Santorum's decision to end his presidential quest here.  Expand its advantage in organizational muscle, and then use it to launch clear contrasts with Republicans on such issues as taxes, health care, middle-class security, and women's rights to equal pay and contraception.
"
114,,"Apr 22, 2012",National,415,"
President Obama's 2012 campaign; Democratic agenda; immigration; buzz about the selection of GOP vice presidential candidate; Secret Service scandal; congressional hearings on the General Services Administration. 
"
115,,"Apr 22, 2012",Metro,613,"
In 1997, in Peru, government commandos stormed the Japanese ambassador's residence, ending a 126-day hostage crisis; all 14 Tupac Amaru rebels were killed, all 72 hostages were rescued.  In 2002, actor Robert Blake was charged with murder, solicitation of murder, and conspiracy in the shooting death of his wife, Bonny Lee Bakley, outside a Los Angeles restaurant; Blake's bodyguard, Earle Caldwell, was charged with conspiracy to commit murder; both men pleaded not guilty. 
"
116,,"Apr 25, 2012",Arts,597,"
ON WGBH Greater Boston7 p.m. WGBH (Channel 2) ON CHRONICLE Books7:30 p.m. WCVB-TV (Channel 5) Tim Riley recounts the life of John Lennon, Lisa Birnbach traces the evolution of prep, and Frank Schaeffer's memoir recalls growing up in one of the leading families of Christian conservatism.  RADIO HIGHLIGHTS The Diane Rehm Show10 a.m. WGBH-FM (89.7) ""A Silence of Mockingbirds: The Memoir of a Murder"" author Karen Spears Zacharias On Point With Tom Ashbrook11 a.m. and 8 p.m. WBUR-FM (90.9) Theoretical physicist Leonard Mlodinow.
"
117,"Lewis, Kevin","Apr 29, 2012",Ideas,974,"
Researchers implemented ""a well-staffed, well-funded exit poll"" with ""state-of-the-art statistical techniques"" and ""a training program that clarified proper ID request procedure for poll workers in a randomly selected group of locations"" for the 2008 general election in the City of Boston.
"
118,DEDHAM,"Apr 29, 2012",,241,"
Sister of Robert and Jack McKinnon of West Roxbury, Muriel Hallet of South Yarmouth, Judith Natale of Waltham, and identical twin sister Carolyn Piersiak of Needham.
"
119,Newton,"May 1, 2012",,304,"
Volunteer for election night polling stations, enthusiastic participant of Newton HS Class of 54 Reunion Committee and of Marlboro Senior Center where she enjoyed socializing and attending yoga class with the girls.
"
120,"Viser, Matt; Tracy, Jan","May 2, 2012",National,1169,"
Lawrence Summers, a key White House economic adviser at the time the bill was drawn up and a former president of Harvard University, said that although there is room for debate about how Dodd-Frank should be implemented, it would be a grave mistake to wipe out the regulation without a strong replacement.
"
121,,"May 2, 2012",Lifestyle,585,"
In 2002, Yasser Arafat emerged from his West Bank headquarters, hours after Israeli troops withdrew from his compound and released the Palestinian leader from months of confinement.  (Shanley was later convicted of repeatedly raping one boy, and was sentenced to 12 to 15 years in prison.) In 2007, in a defeat for antiwar Democrats, Congress failed to override President George W. Bush's veto of legislation requiring the withdrawal of US troops from Iraq.
"
122,"Phillips, Frank","May 3, 2012",Metro,743,"
An official familiar with the signature process confirmed Wednesday that DeFranco has submitted to local election officials more than the 10,000 certified signatures required as a first step for her to appear on the Sept. 4 primary ballot.
"
123,,"May 5, 2012",National,561,"
WASHINGTON - The number of black and Hispanic registered voters has fallen sharply since 2008, posing a serious challenge to President Obama's campaign in an election that could turn on the participation of minority voters.
"
124,"Lewis, Kevin","May 6, 2012",Ideas,862,"
Using ""particularly rare"" data from two counties in Florida that recorded the race of each person who showed up for jury duty, the authors found that jury pools with no blacks led to convictions for black defendants 81 percent of the time and for white defendants 66 percent of the time.  Having an attractive face was not associated with having more offspring in either population; it was even negatively associated with the number of children among Senegalese men and women and the number of grandchildren among West Point graduates.  [...]in Senegal, where polygamy is allowed, facially attractive men didn't have more wives.
"
125,"Morris, Wesley; Burr, Ty","May 6, 2012",Arts,5847,"
DARK SHADOWSThe eerie old black-and-white soap opera about vampires, ghosts, and werewolves, etc. in love is now, somewhat inevitably, a garish-looking Tim Burton comedy with Michelle Pfeiffer, Helena Bonham Carter, Chloe Grace Moretz, and, of course, Johnny Depp as the frigidly sexy neck-biter Barnabas Collins.  FIRST POSITIONThis documentary follows half a dozen dancers as they prepare for and compete in the Youth America Grand Prix, a prestigious ballet competition.
"
126,"Martinez, Jose","May 6, 2012",Regional,1260,"
According to the town tax assessor's office, the cut in the CPA levy drops the average annual property tax bill in town by $106.
"
127,"Bierman, Noah; Carroll, Matt","May 7, 2012",Metro,496,"
First-quarter tally from city tops Boston's
"
128,,"May 8, 2012",Foreign,431,"
May 9-10: EU finance chiefs agree to set up a $1 trillion rescue mechanism for countries facing financial distress and the European Central Bank said it will buy government and private debt in the biggest attempt yet to end the sovereign-debt crisis.
"
129,Anonymous,"May 8, 2012",EditorialOpinion,417,"
After the 2008 economic meltdown, both President Bush and President Obama chose to stimulate the US economy, Bush with tax cuts and Obama with more than $780 billion in combined tax cuts and government spending.
"
130,"Powers, Martine","May 10, 2012",Metro,1087,"
Governor Deval Patrick issued a statement applauding Obama for affirming that gay people across the country should receive the same access to health care benefits and hospital visitation rights that they do in Massachusetts.
"
131,,"May 10, 2012",Lifestyle,329,"
In 1981, Socialist Francois Mitterrand defeated incumbent Valery Giscard d'Estaing in the second round of France's presidential election.  In 2002, former FBI agent Robert Hanssen was sentenced to life in prison without parole for spying for Moscow.
"
132,,"May 13, 2012",National,396,"
Guests: David Frum, Republican analyst, columnist for Newsweek and The Daily Beast; Laurence Fink, CEO of BlackRock; Robert Zoellick, president of the World Bank (2007-2012); Elaine Sciolino, Paris correspondent for The New York Times; Josef Joffe, publisher-editor of Die Zeit (Germany); Lord Peter Mandelson, Labour Party. 10 a.m. and 1 p.m. (CNN) Meet the Press.Topics: Campaign 2012; Presidential support for gay marriage; Joe Biden's comments on gay marriage; is America better off than it was four years ago?; the economy.
"
133,"Fitzgerald, Jay","May 13, 2012",Business,805,"
Desmond Lachman, an economist and fellow at the conservative-leaning American Enterprise Institute, said many European countries are hemmed in on monetary policy since there's no truly strong central bank in Europe that can take the kind of decisive steps on interest rates and other measures that the Federal Reserve has taken in the United States.
"
134,"Faulkner, Neil","May 13, 2012",Ideas,1420,"
[...]this Olympic spirit turns out not to be classical or original at all.  The main events mimicked military activity, and the wider cult of male athleticism was inextricably linked with the health and fitness of the citizen youth who formed the city-state militia in this supremely militaristic society.
"
135,"Borchers, Callum","May 14, 2012",National,894,"
Despite these opportunities to criticize the president, Romney and other Republicans have minimized the gay marriage debate, perhaps sensing that it ranks low on most voters' priority lists.
"
136,"Arsenault, Mark; Carroll, Matt","May 15, 2012",Metro,668,"
The consumer advocate and Harvard Law School professor outraised her Republican opponent, Senator Scott Brown, among large donors in the Bay State in the first three months of 2012, with Brown collecting $1.3 million in itemized donations from Massachusetts residents in the first quarter.
"
137,"Rezendes, Michael","May 16, 2012",Metro,1165,"
During the 2012 campaign, the securities and investment industry has donated nearly $10 million to the DNC, or about 10 percent of the total it has raised, and only about $4.5 million to the Republican National Committee - a disparity that could be explained by the fact that Romney only recently became the presumptive Republican nominee.   ""Because there's been no clear Republican nominee until recently, there's been no opportunity to leverage donations,"" said Bob Biersack, a senior fellow at the Center for Responsive Politics and a former staffer at the Federal Election Commission.
"
138,"Shanahan, Mark; Goldstein, Meredith","May 17, 2012",Lifestyle,246,"
[...]she gets the news: ""At Logan Airport, and as my flight is boarding, [Fox's] Kevin Reillycalls.
"
139,Anonymous,"May 18, 2012",EditorialOpinion,618,"
The steps euro zone leaders have taken so far have only been enough to postpone a catastrophe in Greece - two bailout plans, the more recent of which carried a price tag of $170 billion, and a $1.3 trillion loan fund from the European Central Bank to prevent the collapse of troubled euro countries' banks.
"
140,"Rowland, Christopher","May 19, 2012",National,1348,"
The Democratic National Convention Committee and the Charlotte in 2012 Host Committee - a parallel operation that helps put on the convention - are wrestling with Democrats' decision to break with tradition and shun direct corporation contributions to pay for the convention.  News accounts recently have said the Host Committee was still about $20 million short of its goal of $36 million - cash that is needed for things like renting the convention arena and football stadium, creating the glitzy stage sets, transportation for delegates, establishing a fully wired media filing center, and throwing lavish parties.
"
141,"Kranish, Michael","May 19, 2012",National,755,"
ASSOCIATED PRESS Heckler disrupts speech by Sebelius at Georgetown WASHINGTON - Health and Human Services Secretary Kathleen Sebelius paid homage to religious freedom and the separation of church and state in a graduation speech Friday at Georgetown University that was briefly interrupted by an antiabortion heckler.
"
142,,"May 20, 2012",Metro,685,"
In 1932, Amelia Earhart took off from Newfoundland to become the first woman to fly solo across the Atlantic.  (Because of weather and equipment problems, Earhart set down in Northern Ireland instead of her intended destination, France.) -&gt; In 1939, regular trans-Atlantic mail service began as a Pan American Airways plane, the Yankee Clipper, took off from Port Washington, N.Y., bound for Marseille, France. -&gt;  In 2002, President George W. Bush said he wouldn't budge toward easing restrictions on trade and travel with Cuba until Fidel Castro's government took steps to hold free and fair elections and began to adopt meaningful economic reform.
"
143,,"May 21, 2012",Lifestyle,320,"
(The other countries named were Iraq, North Korea, Cuba and Syria.) In 2007, the Supreme Court ruled that parents didn't need to hire a lawyer to sue public school districts over their children's special education needs.
"
144,"Borchers, Callum","May 22, 2012",National,973,"
GLOBE STAFF AND WIRES President will address Air Force graduates WASHINGTON - President Obama plans to deliver the commencement address to the Air Force Academy, his fourth service academy graduation speech in four years.  The president will travel to Colorado Springs on Wednesday, two days after completing a NATO summit in Chicago where the United States and its allies firmed up plans for eventual withdrawal from Afghanistan at the end of 2014.  Since 2009, Obama has delivered commencement addresses at the Naval Academy in Annapolis, Md., the Military Academy at West Point, N.Y., and the Coast Guard Academy in New London.
"
145,"Tracy, Jan","May 23, 2012",National,1347,"
For Obama, whose political star first rose in Boston when he delivered the keynote at the 2004 Democratic National Convention, the passion he engendered among Bay State donors in 2008 helped his campaign shatter presidential fund-raising records, and Massachusetts ranked fourth among states contributing to Obama.
"
146,Anonymous,"May 24, 2012",National,710,"
In a conference call announcing efforts to get gay and lesbian voters engaged in the Obama campaign, officials said poll numbers on same-sex marriage were increasingly tilting in their favor.
"
147,"Rowland, Christopher","May 25, 2012",National,1131,"
[...]evidence is emerging that a portion of those crucial swing voters remains up for grabs or has gone elsewhere since Paul and Huntsman dropped out of the presidential race, instead of getting in line behind the all-but-certain Republican nominee.  Polls have not been conducted on the specific question, but in telephone interviews with the Globe this week, a number of Huntsman and Paul backers said they are undecided or plan to support President Obama, write-in Paul's name on the ballot, or back a third-party alternative.
"
148,,"May 27, 2012",National,447,"
Guests: Martin O'Malley, chairman of the Democratic Governors Association; former Republican presidential candidate Newt Gingrich; Mayor Antonio Villaraigosa of Los Angeles, chairman of the Democratic National Convention; Carly Fiorina, former head of Hewlett-Packard; E.J. Dionne, author of ""Our Divided Political Heart""; David Brooks of The New York Times; journalist Maria Shriver; author Michael Lewis. 10:30 a.m. (7) This Week in Business.
"
149,"Johnson, Carolyn Y","May 28, 2012",Business,838,"
When they looked at the origin of the tweets, they saw she had strong international support, especially from the Philippines.  Because only US residents can vote, they predicted Phillips would win - unless people abroad found a way around the voting restrictions.
"
150,,"May 30, 2012",National,737,"
According to the Associated Press count, Romney surpassed the 1,144 delegates needed to win the nomination by winning at least 88 delegates in the Texas primary.
"
151,"Viser, Matt; Kranish, Michael","Jun 2, 2012",National,981,"
""There's not a whole lot of time left, that's the problem for the president,"" said Christopher Wlezien, a professor of political science at Temple University who has studied the effect of the economy on presidential elections.
"
152,,"Jun 3, 2012",National,363,"
Guests: Governors Deval Patrick of Massachusetts and John Kasich of Ohio; Kasim Reed, mayor of Atlanta; Kevin Madden, Romney adviser; Steve Schmidt, former McCain 2008 strategist; Neera Tanden, president of the Center for American Progress; Bill Bradley, former senator from New Jersey. 10:30 a.m. (7) This Week in Business.Topics: Regional job growth; Boston's innovation district; bringing a casino to Suffolk Downs; expanding the Convention Center; summer jobs; Boston as a biking city; US jobless figures; Curt Schilling's company faces independent audit; Massachusetts as a big data research hub.
"
153,,"Jun 3, 2012",Metro,388,"
In 2007, After attending the MTV Movie Awards, Paris Hilton reported to jail to serve a 45-day sentence for a probation violation in an alcohol-related reckless driving case.
"
154,"Rothman, Joshua","Jun 3, 2012",Ideas,1157,"
A compromise on immigration, for example, might mean combining ideas that seem to work against one another, like amnesty for illegal immigrants and strict rules criminalizing illegal immigration.  Gutmann, currently president of the University of Pennsylaniva, and Thompson, a professor of political philosophy at Harvard, have written extensively on the role that reasoned debate can play in the democratic process.
"
155,"Borchers, Callum","Jun 6, 2012",National,770,"
[...]while there is a bigger prize at stake in 2012 - the White House - Club for Growth Action has not touched the presidential race, and its major donors have contributed little to presumptive GOP nominee Mitt Romney.
"
156,"Kranish, Michael","Jun 10, 2012",National,2359,"
Romney had no similar support, and he wasn't prepared to run the ad that attacked Huckabee for supporting, as Arkansas governor, a parole board's decision to release a rapist who went on to rape and murder a woman.  [...]was planted the idea for what eventually became Restore Our Future - an independent committee that would not hesitate, and would have the means, to vigorously attack Romney's opponents.
"
157,"Lewis, Kevin","Jun 10, 2012",Ideas,787,"
Because Protestant missionaries wanted the masses to be able to read the Bible, they were early catalysts for mass education, printing, and social organization, especially given that, in the colonial era, missionaries were exceptionally educated.
"
158,"Waas, Murray; Rowland, Christopher","Jun 12, 2012",National,1228,"
[...]an e-mail authored in May of that year by a high-ranking Department of Public Health official - and obtained last week by the Globe through a public records request - reflected a different reason.   ""Because this is using the terms 'bisexual' and 'transgendered,' DPH's name may not be used in this publication,"" wrote the official, Alda Rego-Weathers, then the deputy commissioner of the Massachusetts Department of Public Health.  Because the Department of Public Health was the primary sponsor and funding source of the guide, the move effectively blocked its publication.
"
159,,"Jun 17, 2012",National,808,"
N.C. seeks blue law change RALEIGH, N.C. - Adding a twist to blue laws in an increasingly red state, North Carolina's Republican-led legislature is toasting a measure to keep the booze flowing at the Democratic National Convention.  The state's government-run liquor stores are closed Sundays and for the Monday holiday, presenting a potential problem for bars, restaurants, and hotels needing to replenish depleted alcohol stocks.
"
160,,"Jun 17, 2012",Lifestyle,363,"
Guests: David Plouffe, White House senior adviser; Senator John McCain of Arizona; David Maraniss, Washington Post associate editor; Doris Kearns Goodwin, presidential historian; Mark Halperin, Time magazine; Harold Ford Jr., former representative of Tennessee; Kim Strassel, Wall Street Journal. 10:30 a.m. (7) This Week in Business.Topics: A preview of the 2012 Bio International Convention and its potential economic impact on Massachusetts; plans to expand the Boston Convention and Exhibition Center; Massachusetts jobless rate drops to 6 percent; new plans for the old Filene's site; and increased ridership on MBTA could lead to problems.
"
161,,"Jun 18, 2012",Arts,566,"
PG-13 (2008) Stealing Time8 p.m. (FLIX) Scott Foley stars in a ""Big Chill""-style drama about bored college grads staging a bank robbery.  PG-13 (1992) The Town10 p.m. (HBO2) Boston bank robber Doug MacRay (Ben Affleck) falls for a woman his gang took hostage.\n
"
162,,"Jun 20, 2012",EditorialOpinion,259,"
Seven hundred residents put bright red signs opposing Walmart and new big-box stores on lawns and balconies and businesses all over town.
"
163,"lehigh, scot","Jun 22, 2012",EditorialOpinion,689,"
[...]Romney has called for both 20 percent across the board tax cuts, at a cost of about $5 trillion over a decade, and for a balanced budget.  Romney has sidestepped the difficult details by talking vaguely about closing tax loopholes and limiting deductions, and by asserting that he'd reduce federal spending, now at about 24 percent of gross domestic product, to 20 percent of GDP.
"
164,"Green, Joshua","Jun 22, 2012",EditorialOpinion,799,"
According to the Center for Public Integrity, the candidates and outside groups spent a record $63.5 million, up from $37.4 million two years earlier.
"
165,"Viser, Matt","Jun 23, 2012",National,1291,"
At a conference of Latino officeholders that Mitt Romney addressed a day earlier, Obama criticized his Republican opponent several times, although never by name, for opposing legislation that would provide a pathway to citizenship for certain illegal immigrants.  Obama bypassed Congress to immediately stop certain deportations and grant work permits to an estimated 800,000 younger illegal immigrants, a major change but an initiative that falls short of the Dream Act, which would establish a path to citizenship for young illegal immigrants.
"
166,,"Jun 24, 2012",National,663,"
The schedule for the retreat at the Utah ski area includes closed-door gatherings with the 2008 Republican presidential nominee, Senator John -McCain of Arizona, as well as former Florida governor Jeb Bush and three officeholders who have been mentioned in news reports as possible Romney running mates:
"
167,,"Jun 24, 2012",National,494,"
WASHINGTON - The -Supreme Court should uphold a law requiring most Americans to have health insurance if the justices follow legal precedent, accord-ing to 19 of 21 constitutional law professors who ventured an opinion on the most-anticipated ruling in years.
"
168,"Lewis, Kevin","Jun 24, 2012",Ideas,814,"
According to a recent analysis of the Tea Party, protests can make a real difference at the polls.
"
169,"vennochi, Joan","Jun 24, 2012",EditorialOpinion,728,"
According to post-election 2008 campaign finance reports, Team Obama raised $770 million, from close to 4 million individual donors.
"
170,"Tracy, Jan; Rowland, Christopher","Jun 29, 2012",National,1503,"
Luke Sharrett/Pool  WASHINGTON - The US Supreme Court Thursday upheld President Obama's national health care law, including its requirement that most Americans obtain insurance, handing the president a major victory and setting battle lines on the contentious issue for the 2012 election.
"
171,"Borchers, Callum","Jul 3, 2012",,,"
Mitt Romney and President Obama, typically at distant poles on the national health care law and on taxes, found themselves in awkward agreement July 2, 2012, sharing the position that ""penalty"" -- not the politically riskier ""tax"" -- is the proper word to describe money owed to the government by people who flount the law's mandate for health insurance.
"
172,Andrea Estesand Sean P Murphy,"Jul 4, 2012",Metro,1114,"
Murray built a record as a formidable fund-raiser in his first campaign as Patrick's running mate in 2006, raking in $1.9 million in donations for the year, along with more than $2 million in contributions from the Democratic Party.
"
173,"Mooney, Brian C","Jul 5, 2012",National,1106,"
The president urged his top funders to step up their efforts in a system of campaign finance that permits corporations, labor unions, and individuals to give unlimited amounts to super PACs, which spend independently of candidates and parties.    [...]far, big Republican funders have dominated the show.
"
174,Bobby Caina Calvan,"Jul 7, 2012",National,1265,"
Last week, following the US Supreme Court's decision upholding much of President Obama's health care law, the Romney campaign mustered its online tools -- dispatching e-mails, tweets, and text messages -- to tap into conservative outrage over the ruling.  [...]ads span digital platforms, from eye-catching banner ads on independent sites to news-oriented websites to direct-marketing e-mails and texts.
"
175,"Moskowitz, Eric","Jul 7, 2012",Metro,759,"
Lieutenant Governor Timothy Murray traveled to the White House for the signing, and state officials applauded Congress for reaching a deal, hailing the estimated 11,000 Massachusetts construction jobs that will be created or preserved through an array of federally supported public works projects.
"
176,"Vennochi, Joan","Jul 8, 2012",EditorialOpinion,731,"
After the Supreme Court upheld the constitutionality of the mandate to buy health care insurance by defining it as a tax, what's a president and his Republican rival to do?
"
177,"Burge, Kathleen","Jul 8, 2012",Regional,1319,"
Future archeologists who stumble upon the annals of local government, circa 2012, may find this era remarkable for the things we tried to get rid of: enormous sodas, small plastic water bottles, public swearing, fatty food, loud leaf blowers.    Among the doubters is Jeffrey Miron, senior lecturer and director of undergraduate studies in Harvard University's economics department, who says that using government to restrict access to some fattening foods doesn't work.
"
178,"Tracy, Jan","Jul 10, 2012",,,"
President Obama called on Congress July 9, 2012, to extend Bush-era tax cuts for middle -class families, but not for wealthy Americans, using the bully pulpit of the White House to bring the tax issue back to the forefront four months before what is predicted to be a tight election.
"
179,,"Jul 15, 2012",National,400,"
Topics: Virginia as a battleground state in presidential election; -extreme weather and the effect on agriculture, the economy, and food prices.
"
180,"Lewis, Kevin","Jul 15, 2012",Ideas,747,"
[...]the lack of electoral accountability that came with term limits was largely offset by the prospective electoral accountability inherent in protecting the family name.
"
181,"Bilmes, Linda J","Jul 15, 2012",EditorialOpinion,787,"
[...]the United States promised to give our new BFF several billions of dollars per year in ongoing financial aid over the next decade.\n
"
182,"Burge, Kathleen","Jul 15, 2012",Regional,1319,"
Future archeologists who stumble upon the annals of local government, circa 2012, may find this era remarkable for the things we tried to get rid of: enormous sodas, small plastic water bottles, public swearing, fatty food, loud leaf blowers.    Among the doubters is Jeffrey Miron, senior lecturer and director of undergraduate studies in Harvard University's economics department, who says that using government to restrict access to some fattening foods doesn't work.
"
183,"Johnson, Glen","Jul 17, 2012",,,"
Vice presidential fever struck Republicans July 16, 2012, as Mitt Romney's visit with Bobby Jindal in Louisiana fueled speculation about who would get the number two spot on the ticket and whether that announcement could come in the next few days.
"
184,"Burns, Nicholas","Jul 19, 2012",EditorialOpinion,744,"
Assad is now weak and isolated.  [...]the United States has resisted supporting a military intervention to oust the government.
"
185,"MacQuarrie, Brian","Jul 20, 2012",National,761,"
Described by the Brennan Center as the first comprehensive study of the difficulties in obtaining photo IDs, the report said 1.2 million eligible black voters in the 10 states and 500,000 eligible Hispanic voters live more than 10 miles from an ID office that is open more than two days a week.
"
186,,"Jul 22, 2012",National,361,"
Topics: Massachusetts loses jobs for the first time in 2012; impact of economic slowdown on the stock market; impact of the election on the economy ; the Partnership, which works to improve Boston's working climate for professionals of color, turns 25; JetBlue to fly out of Providence; Mass General named No. 1 hospital in the US; Top Goggle executive jumps ship to lead Yahoo while pregnant.
"
187,"Denison, D C","Jul 22, 2012",Business,1207,"
Luciano Manganella, who owns the local clothing chain Shop 344, said his sales seem to fall whenever the crisis in Europe intensifies.  Since the crisis began nearly three years ago, revenue at his 10 stores has been ""up and down, like the stock market.'' he said.  [...]he's putting off any plans to expand his 100-person workforce.
"
188,"Neyfakh, Leon","Jul 22, 2012",Ideas,2214,"
According to Wayne LaPierre of the National Rifle Association, the president is overseeing a ""very real, very dangerous conspiracy of public deception,'' which centers on a scheme to ""lull gun owners into a false sense of security, and play us for fools in the 2012 election.''
"
189,"Lewis, Kevin","Jul 22, 2012",Ideas,774,"
According to a new study, the color red biases auction and negotiation behavior.
"
190,"Sununu, John E","Jul 30, 2012",EditorialOpinion,774,"
[...]like that international gathering of comic book aficionados, the party conventions have it all: superhero worship -- no convention is complete without a powerful homage to Reagan, Roosevelt, or Kennedy; in-depth analysis of today's great debates -- ""The Economic Consequences of Repealing Obamacare'' or ""Hulk vs.  [...]the key to a successful convention is simple:
"
191,"Springer, Shira","Jul 31, 2012",Sports,1245,"
[...]as the chairman of the London Organizing Committee of the Olympic Games and the face of the Games, he embraces the challenge of it all, much the way he welcomed the challenge of middle-distance running when told he wasn't fast enough to be an 800-meter runner and not tall enough for the mile.  Coe became arguably the greatest middle-distance runner of the 20th century, perhaps of all time, with 1,500-meter gold medals in the 1980 and 1984 Games and 11 world records.    [...]this from a man who was responsible for iconic Olympic track moments in the 1980s, who won election to Parliament in 1992, who served as chief of staff to Conservative Party head William Hague, who took over the London Olympics bid 14 months before the IOC held its final vote and mounted a come-from-behind victory over favored Paris.
"
192,,"Aug 8, 2012",National,550,"
Other races included a Democratic congressional primary for an open seat in Washington state and Republican primaries in Kansas, which could determine whether a conservative bloc would take control of the state Legislature.  
"
193,"Kranish, Michael; Healy, Beth","Aug 11, 2012",National,1516,"
The short-term capital gain profits ""could have been taxed at 40 percent and were instead taxed at zero,'' one Romney associate said, referring to tax rates in effect at the time of the 1996 Experian deal.  ""Congress established IRAs for retirement savings, not as a vehicle for wealthy Americans to accumulate vast sums shielded from income tax,'' said Rebecca Wilkins, senior counsel for federal tax policy at Citizens for Tax Justice, an advocacy group.
"
194,Dan Wasserman,"Aug 14, 2012",,,"
A Dan Wasserman editorial cartoon lampoons the tough position in which 2012 Republican presidential candidate Mitt Romney has put his vice presidential running mate, Paul Ryan, by assigning him the task of explaining how Romney's perceived reputation as a ""vulture capitalist"" is a positive attribute.
"
