,author,date,section,word_count,abstract,headline,source
460,"Mascaro, Lisa","Dec 4, 2011",News,819,"[...] with American workers facing an average $1,000 tax hike starting Jan. 1, GOP leaders in Congress are engaged in a message makeover.","GOP split over tax holiday, fears being cast as Grinch",Chicago Tribune
461,Scott Stantis,"May 13, 2011",,,"A Scott Stantis editorial cartoon spoofs Republican presidential candidate W. Mitt Romney standing by his MA health care law, while slamming Obama's.",Editorial cartoon,Chicago Tribune
462,"Greenstein, Teddy","Nov 11, 2011",Chicago Sports,304,"President Barack Obama is expected to join about 7,000 military personnel in witnessing the Carrier Classic, which will take place on the deck of the USS Carl Vinson in San Diego Harbor.","Locals and leaders The Illini, the Wildcats and the teams they?ll be chasing",Chicago Tribune
463,"Madigan, Charles M","Apr 3, 2011",News,1043,"[...] the essence of an idea may remain, but very well disguised. On the national stage, no clear Republican presidential contender has emerged, but no matter who ultimately gets the nod, the candidate might have to defend all kinds of tea party and conservative attacks on government services, including the holy of holies, Social Security.",Handicapping the 2012 campaign,Chicago Tribune
464,Anonymous,"Aug 16, 2011",Chicago Sports,505,"Once one of baseball's top prospects, Young was traded Monday for a minor league pitcher and a player to be named.",The lineup,Chicago Tribune
465,Anonymous,"Jan 30, 2011",News,1097,"The U.S. Embassy in Islamabad on Saturday demanded that Pakistani authorities release an American diplomat who faces murder charges in the recent deaths of two men in the eastern city of Lahore, arguing he is protected by diplomatic immunity and was acting in self-defense. According to the statement, the two men had criminal backgrounds and had robbed a Pakistani citizen at gunpoint just minutes before confronting the diplomat.",NATION &amp; WORLD,Chicago Tribune
466,"Banerjee, Neela","Jan 4, 2011",News,619,About 30 percent of domestic oil production and 23 percent of natural gas production comes from deep-water wells.,U.S. moves to allow oil work to resume in Gulf,Chicago Tribune
467,Scott Stantis,"Nov 29, 2011",,,A Scott Stantis editorial cartoon depicts the Republican elephant dressed as a woman saying she would marry a tax cut if she could and then rebuffing Pres. Obama for his payroll tax cuts.,Editorial cartoon,Chicago Tribune
468,"Nicholas, Peter; Parsons, Christi","Nov 20, 2011",News,853,"""The Chinese are very unhappy at the prospect of a regional free trade agreement that so clearly excludes them,"" said Elizabeth Economy, director for Asia studies at the nonprofit Council on Foreign Relations in New York. [...] it serves as both a challenge and an incentive to China to do more.",Asia focus spotlights new U.S. concerns,Chicago Tribune
469,Anonymous,"Apr 9, 2011",News,474,"Commodity prices have shot to record levels, thanks in part to lavish government subsidies for corn-brewed ethanol motor fuel.","Austerity, farm-style",Chicago Tribune
470,"Gold, Matea; Hamburger, Tom","May 17, 2011",News,371,"The decision by Huckabee, a Baptist minister who won the 2008 Iowa caucuses, underscored the absence of a top-tier contender with clear appeal to the religious voters who are highly influential in Iowa and South Carolina, two of the first four contests.",Another one opts out: Trump isn't running,Chicago Tribune
471,Anonymous,"May 11, 2011",News,687,"[...] the markets have been pushing interest rates down, not up, which means yawning investors increasingly expect a deal to raise the debt ceiling. How much federal spending, that is, will the president -- who doesn't want any whiff of default on his watch -- be willing to surrender? [...] Boehner's confrontational remarks Monday night to the Economic Club of New York:",Of course it's perilous,Chicago Tribune
472,"Sege, Adam","Aug 22, 2011",Business,981,"The U.S. patent system has changed little since 1952, and supporters of legislation to overhaul the process say that the measure could create high-paying jobs and protect U.S. businesses' advantage in high-tech and other industries. With the threat of challenges from competitors with deep pockets, inventors are concerned that they would struggle to attract venture capital investments, said Stephen Gnass, the executive director of the National Congress of Inventor Organizations.",Businesses split on patent overhaul,Chicago Tribune
473,"Wong, Wailin","Mar 21, 2011",News,1250,"""All of those (Web) tools, all that Internet diffusion, when you connect it with that natural human energy to make change or support something, it's altogether different,"" said Josh Tetrick, the founder of 33needs, which raises money for social ventures. EduLender, a Chicago-based comparison-shopping site for student loans that also allows users to raise money for tuition or debt repayment, announced last week that it has raised $1 million.",Seeking funds from the friendly masses,Chicago Tribune
474,"Jacob, Mark","Jun 16, 2011",News,1186,"First name is Willard IDENTIFYING WITH FOUNDING FATHERS: Stated incorrectly that ""life, liberty and the pursuit of happiness"" was in the Constitution (It's in the Declaration of Independence).",Tell us a little about yourself,Chicago Tribune
475,"Hawthorne, Michael","Aug 7, 2011",News,1553,Chicago began quarterly testing for the dangerous form of chromium this year after the U.S. Environmental Protection Agency urged cities to track it while the Obama administration wraps up a scientific review -- the first step toward a national standard. [...] the results have not been shared with the public.,Toxic metal stays in drinking water,Chicago Tribune
476,"Poole, Jeff","Apr 7, 2011",News,325,"[...] if he raises that $1 billion campaign fund, he could hire all those federal workers to just come work for him.",The Second City Comedy Desk With Jeff Poole as ... F. Scott Hemingway,Chicago Tribune
477,"Mascaro, Lisa","Mar 18, 2011",News,492,[...] it was not lost on lawmakers that among the cuts was elimination of $17 million for the development group called the International Fund for Ireland -- a move occurring on St. Patrick's Day as Obama and congressional leaders were welcoming the Irish prime minister to an annual lunch.,Stopgap spending bill approved just in time,Chicago Tribune
478,"Byrne, Dennis","Sep 6, 2011",News,741,"[...] even in good times, I've heard excuses about how there's never enough money to spend on research and development, renewal of manufacturing infrastructure, long-term planning, installation of the latest information technology, employee training and all the rest that would boost productivity, increase market share and inspire creativity. Having been a newspaper science writer and public relations executive for the research and development center of a Fortune 500 company, I know that communicating science can be a tricky business.",Under the mattress: Start with $1 trillion,Chicago Tribune
479,Anonymous,"May 8, 2011",News,430,"Two U.N. human rights investigators said although this case may warrant an exception, ""the norm should be that terrorists be dealt with as criminals, through legal processes of arrest, trial and judicially decided punishment.""",Lethal and legal,Chicago Tribune
480,Anonymous,"Jun 9, 2011",News,323,"PAGE 36 Chicagoans named to skills board President Barack Obama is naming a number of prominent Chicagoans to the board of Skills for America's Future, a program designed to give community college students training for manufacturing jobs.",Chicago breaking business,Chicago Tribune
481,"Puzzanghera, Jim","Dec 9, 2011",Business,580,"The final tally was 53-45, with only one Republican, Scott Brown of Massachusetts, voting to end the filibuster. [...] changes are made to the agency, ""we cannot, should not and will not move forward on the nomination of a director to lead this massive and unaccountable bureaucracy,"" said Sen. Richard Shelby, R-Ala.",Consumer protection pick stymied by GOP,Chicago Tribune
482,"Chapman, Steve","Mar 27, 2011",News,748,"Recently, 85 House Democrats voted for Kucinich's resolution demanding withdrawal of U.S. forces by Dec. 31, with 99 voting no. Many of them were already disappointed with him for extending the Bush tax cuts, bailing out Wall Street, omitting a public option from the health care overhaul, offering to freeze domestic discretionary spending and generally declining to go after Republicans hammer and tong.","Obama, Libya and the ghosts of '68",Chicago Tribune
483,"Nicholas, Peter","Aug 15, 2011",News,872,"Obama's jobs agenda, which he plans to tout on his Midwestern tour, calls for $30 billion to rebuild roads, bridges and ports, improvements to the patent system to spur innovation, trade deals with a trio of countries to boost exports, a $40 billion extension of unemployment insurance benefits and renewal of the current one-year reduction of the payroll tax at a cost of up $120 billion. Obama's call for renewing the payroll tax cut has drawn fire from some Republicans, who argue it would worsen the deficit, and the GOP has also opposed his plan to extend unemployment insurance.",Obama's tough job ahead,Chicago Tribune
484,Anonymous,"Sep 7, 2011",News,334,"News that up to 250 vehicles carrying members of Gadhafi's inner circle, including his security chief, had crossed Monday into Niger added a dramatic twist to the manhunt for the strongman who ruled Libya for more than four decades.",Gadhafi loyalists slip across border,Chicago Tribune
485,"Nicholas, Peter","Jan 12, 2011",News,398,"In a soft monotone, reading from notes and with Afghan President Hamid Karzai standing a few feet away, Biden said that if the Afghan government wanted the U.S. to stay, ""we are not leaving in 2014.""",Biden does about-face on 2014 Afghan pullout,Chicago Tribune
486,"Dilanian, Ken","Nov 21, 2011",News,866,"According to the source, CIA case officers met a series of Lebanese informants at a local Pizza Hut, allowing Hezbollah and Lebanese authorities to identify who was helping the CIA. Hezbollah, an Iranian-backed militant group that the U.S. considers a terrorist organization, and Lebanon's internal security service have used software to analyze cellphone calling and location records to help them identify a network of alleged Israeli spies since 2007, according to several people familiar with the case.",Sources: CIA loses Lebanon toehold,Chicago Tribune
487,"Nicholas, Peter","Jul 7, 2011",News,193,"Obama conceded that job growth hasn't been fast enough, but he turned it around and asked why Boehner and other lawmakers won't pay for road, sewer and bridge projects that could put people to work.",Obama tweets first meeting,Chicago Tribune
488,"Goldberg, Jonah","Mar 18, 2011",News,739,"Though in fairness, such naked balderdash has been far less common than it was in the wake of the Asian tsunami of 2004, never mind the riot of idiocy after Hurricane Katrina the following year (when, for example, Robert F. Kennedy Jr. blamed Mississippi Gov. Haley Barbour: ""Now we are all learning what it's like to reap the whirlwind of fossil fuel dependence which Barbour and his cronies have encouraged""). ""If the Japanese,"" editorializes the British Independent newspaper, ""with all their understandable inhibitions about anything nuclear and all their world-leading technology, cannot build reactors that are invulnerable to disaster, who can?"" Well, that's just it.",Talk about a meltdown,Chicago Tribune
489,"Savage, David G","Jul 5, 2011",News,1652,"During most of his tenure, Thomas, 63, rarely has written major opinions for the court. Because his views did not sit well with the moderate justices needed to form a majority, Chief Justice William Rehnquist often assigned him tax and bankruptcy cases.","After 20 years on the bench, Thomas proud to stand alone",Chicago Tribune
490,Anonymous,"Jan 10, 2011",News,577,"The couple, who met as teens in New Jersey, spent the final years of their 56-year marriage in a quiet retirement community in Tucson, where she was known as an expert quilter given to popping in at friends' houses with her homemade lemon curd. ""When we went to the Lincoln Memorial on a cold, damp January morning, the wind whipped through the place and it was freezing cold, but Gabe had to read every single word of the Gettysburg Address,"" said C.J. Karamargin, a fellow staffer for Giffords who worked with Zimmerman in the Tucson field office.",Profiles of the shooting victims,Chicago Tribune
491,"Hennigan, W J; Cloud, David S; Dilanian, Ken","Dec 7, 2011",News,490,"Since it first exited the clandestine hangars of Lockheed Martin Corp.'s famed Skunk Works facility in Palmdale, Calif., the jet-powered, bat-winged RQ-170 Sentinel drone has been cloaked in tight secrecy by the U.S. government.",Crashed drone may reveal U.S. military tech secrets,Chicago Tribune
492,Anonymous,"Feb 25, 2011",,229,"The casualties were announced shortly after Libyan leader Moammar Gadhafi accused followers of al-Qaida leader Osama bin Laden of brainwashing the youth of Zawiya with hallucinogenic drugs, resulting in the unrest.",Libyan leader blames bin Laden,Chicago Tribune
493,"Poole, Jeff","Apr 22, 2011",News,397,[...] the best way to observe Earth Day is to swear off all fossil fuels and live in the forest for a year.,The Second City Comedy Desk With Jeff Poole as ... F. Scott Hemingway,Chicago Tribune
494,"Kass, John","Aug 18, 2011",News,899,"[...] why did we serve whole roast pig to Tribune readers at the annual ""Cooking with Kass"" extravaganza? Because whole roast pork done low and slow is dang tasty, that's why. [...] why did I tell readers a story that I'd mentioned on Facebook but hadn't yet written about in the newspaper?",A vacation at Daley's place is anything but relaxing,Chicago Tribune
495,"Reston, Maeve","Jul 31, 2011",News,919,"Married, with two daughters. *The son of a truck driver who grew up near stockyards and a meatpacking plant, Pawlenty entered the Minnesota governor's office in 2003 by stressing his modest roots. Pawlenty went on to work his way through college and law school at the University of Minnesota. *Pawlenty has spent more time campaigning in Iowa than any other contender in the GOP field. *He and U.S. Rep. Michele Bachmann, a fellow Minnesotan and presidential hopeful, have traded jabs in recent weeks.\n",Pawlenty's No. 1 fight may be shaping image,Chicago Tribune
496,"Kass, John","Feb 13, 2011",News,872,"The points include giving the City Council oversight on large contracts -- forcing public debate on deals -- rather than allowing a mayor to hand them out at will to cronies without much comment. He's pushing for an independent forensic audit of city finances and a two-term limit for the office of mayor to prevent the coronation of kings. [...] he wants to put a stop to City Hall's knee-jerk selling of city infrastructure, like Daley's parking meter giveaway, which reportedly enriched investors in Abu Dhabi.","A drum beats for reform, but will Chicago listen?",Chicago Tribune
497,"Parsons, Christi; Pearson, Rick","Apr 15, 2011",News,782,"A day removed from a budget speech in which he pledged to cut the deficit by more than a third over the next 12 years, in part by trimming entitlement programs and by raising taxes on the wealthy, Obama told more than 100 people at N9NE that Republicans were ""entirely sincere"" in offering up a budget plan that would cut taxes on the wealthy and privatize Medicare for the elderly.",Obama back on home court -- with Bulls' assist,Chicago Tribune
498,Anonymous,"Aug 4, 2011",News,149,"Republican presidential candidate Tim Pawlenty's top policy adviser has left the campaign after less than two months, a Pawlenty spokesman said Wednesday.",Adviser quits Pawlenty campaign,Chicago Tribune
499,"Hennessey, Kathleen","Apr 27, 2011",News,1502,"Standing in a brightly lit bingo hall off a wooded road, a space that doubles as the dining room for Danny's Friday night fish fry, Republican Rep. Charles Bass should have felt a long way from the pressure cooker of budget politics in Washington. Ryan's plan would cut trillions from the budget over the next decade while turning Medicare into a voucher system and Medicaid, the health care program for the poor, into block grants for the states.","Back home, GOP gets earful",Chicago Tribune
500,"Page, Clarence","Nov 20, 2011",News,707,"In addition to having an affair in the middle of Clinton's impeachment; apologizing to Jesse Jackson on behalf of J.C. Watts -- one of two black Republicans then in Congress - for having criticized 'poverty pimps,' and then inviting Jackson to a State of the Union address; cutting a global-warming commercial with Nancy Pelosi; ... appearing in public with the Rev. Al Sharpton to promote nonspecific education reform; and calling (Wisconsin Rep.) Paul Ryan's plan to save Social Security 'right-wing social engineering,' we found out ... that Gingrich was a recipient of Freddie Mac political money.",Why Gingrich is back,Chicago Tribune
501,,"Nov 6, 2011",News,178,[...] the coming 12 hard-fought months. ---------,A nation divided,Chicago Tribune
502,"Bennett, Brian","Jul 11, 2011",News,343,"Since the Sept. 11 attacks, Pakistan's security forces have worked with the U.S. to target al-Qaida operatives inside Pakistan and in tribal areas along the border with Afghanistan.","U.S. yanks $800 million in Pakistan aid, official says",Chicago Tribune
503,"Cloud, David S","Jul 10, 2011",News,829,"Afghan agent kills civilian, U.S. soldier An agent from Afghanistan's intelligence unit opened fire at a foreign base Saturday, killing a U.S. soldier and an Afghan civilian and wounding a third person, NATO and the police chief of Panjshir province said.",Al-Qaida loss 'within reach',Chicago Tribune
504,Anonymous,"Jul 8, 2011",News,913,"Smoking-related health issues cost taxpayers millions of dollars each year through payments made to Medicare, Medicaid and the uninsured, whose medical costs are passed on to the rest of us through higher insurance rates. Since the effects of smoking and secondhand smoke have been so well-documented for years, I propose if the government truly cared about the health and welfare of its citizens, it would make the sale and possession of tobacco products illegal and stop taking money from the tobacco companies. --",Voice of the people,Chicago Tribune
505,"Mascaro, Lisa","Dec 2, 2011",News,534,"The must-pass legislation, which includes a 1.6 percent pay raise for troops, needs to be merged with a House bill that President Barack Obama's advisers have recommended for a veto.",$662 billion defense bill passes Senate muster,Chicago Tribune
506,Anonymous,"Jan 6, 2011",,211,First lady taps Chicago aide First lady Michelle Obama has chosen White House staffer and longtime Chicagoan Tina Tchen as her new top aide.,CHICAGO,Chicago Tribune
507,"Oliphant, James; Memoli, Michael A","Jul 11, 2011",News,920,"Though a recent Gallup survey found Obama's support among Jewish voters remains strong, many Jewish voters are upset about Obama's assertion in May that a Middle East peace agreement should be based on the boundary lines in place before the 1967 war, coupled with mutually agreed land swaps. Bachmann hits TV airwaves Here are the talking points from Rep. Michele Bachmann's first TV spot in Iowa, one in which the Minnesota conservative portrays herself as a unifying force within the GOP. * She's a mother and foster parent * A former tax attorney * A fiscal conservative * Opposed to the Wall Street bailout and the Democratic stimulus bill (are you listening, tea party voters?) * It's called ""Waterloo"" -- a nod not to Napoleon's last stand but to Waterloo, Iowa, where she was born and where she chose to launch her campaign last month.",POLITICS NOW: FROM THE TRIBUNE WASHINGTON BUREAU,Chicago Tribune
508,"Dardick, Hal; Byrne, John","May 15, 2011",News,922,"Richard M. Daley walked out of City Hall on Friday for the final time as mayor, waving goodbye with tears in his eyes and his pride intact. ""[...] today, when I'm leaving after 22 years, my brother Bill is chief of staff for the president of the United States,"" he added, noting his brother John has been the finance chairman of the Cook County Board under several administrations.",Daley departs City Hall,Chicago Tribune
509,"Kyles, Kyra","Oct 3, 2011",,1619,"""Sometimes it feels like we're having a sleepover like little kids,"" Koutsky, 27, said with a laugh, about his frequent travels to stay at his girlfriend's place in Lakeview. Because she has a cat who recently underwent surgery, she doesn't often stay over at Koutsky's place.",ADULT SLEEPOVER,Chicago Tribune
510,"Lendman, John","Mar 23, 2011",,1092,"The U. of I. alum has edited newspapers, established a theater company, contributed to NPR, written books on gay marriage and parenting, and -- of course -- garnered a massive following from his internationally syndicated sex advice column and podcast ""Savage Love."" During the past six months, more than 10,000 videos have been submitted to Savage's testimonial project, and many of them feature gay, lesbian, bisexual and transgender adults sharing with gay teens their experiences involving violent bullying and how they overcame it.",SAVAGE TRUTH,Chicago Tribune
511,Anonymous,"Jun 15, 2011",News,214,Gingrich has been such a fixture in the Republican Party hierarchy for so long that it's easy to forget why he may have been so ill-prepared for the campaign.,WHAT OTHERS ARE SAYING,Chicago Tribune
512,"Mascaro, Lisa","Mar 15, 2011",News,449,"Growing numbers of Republicans and Democrats are showing signs of resistance to another stopgap spending measure to avert an approaching government shutdown, complicating the political climate in advance of votes scheduled for this week.",New spending proposal draws bipartisan flak,Chicago Tribune
513,"Skiba, Katherine","Sep 2, 2011",News,315,"Walsh, who said he'll return Friday morning to Washington after the forum, said the keys to fixing the economy were lowering taxes and freeing small business from ""burdensome red tape.""",Congressman snubs Obama over speech,Chicago Tribune
514,Anonymous,"Sep 13, 2011",News,148,"Business leaders and former government officials Monday urged the congressional committee tasked with slashing America's budget deficit to ""go big"" and consider major overhauls of government assistance programs and the tax code.",Panel urged to 'go big',Chicago Tribune
515,"Memoli, Michael A; Nicholas, Peter","Apr 10, 2011",News,561,"Democrats said that at a White House negotiating session Thursday night, lawmakers agreed to cut federal spending levels by $38 billion but that Republicans were insisting on preserving spending guidelines, including one restricting abortion services, in a final deal.",Congress reaches agreement,Chicago Tribune
516,"Secter, Bob; Sweeney, Annie","Dec 4, 2011",News,1201,"Blagojevich has to somehow thread a needle of contrition, sincerely taking responsibility for wrongdoing that he has up to now defiantly refused to acknowledge or apologize for. [...] he has to do it to the satisfaction of U.S. District Judge James Zagel, the no-nonsense veteran jurist who has struggled to hide his contempt for the theatrics of Blagojevich and his legal team both in and out of the courtroom. The prosecution in a written submission to Zagel last week referred to Blagojevich's ""vast media campaign of disinformation,"" which featured repeated attacks on the government and misleading claims about how he was being barred from presenting evidence.",Day of reckoning at hand for Blagojevich,Chicago Tribune
517,"Rhodes, Dawn","Sep 30, 2011",Business,853,"Dr. James E. Bowman, a widely recognized expert in inherited blood diseases and population genetics, was the first tenured African-American professor in the University of Chicago's Biological Sciences Division. According to the University of Chicago, he was the first African-American resident to train at St. Luke's.","Doctor, expert in genetics",Chicago Tribune
518,"Sage, Alexandria","Dec 16, 2011",News,878,The fresh-faced Latter-day Saints who came to France in the late 1960s to preach the message of Jesus Christ -- of whom Republican presidential hopeful Romney is the best known -- discovered a secular and skeptical populace and few willing converts. Missionary work is a central tenet of the Mormon faith.,Mission helped hone Romney's drive,Chicago Tribune
519,"Chapman, Steve","Mar 11, 2011",News,790,"The American military,"" reports The New York Times with dry understatement, ""is privately skeptical of humanitarian gestures that put the lives of troops at risk for the cause of the moment, while being of only tenuous national interest. Following the start of the Iraq war, Zogby International polls found that by 2006, only 12 percent of Arabs in six countries had a favorable attitude toward the U.S.\n",Plan of action,Chicago Tribune
520,"Abcarian, Robin; Finnegan, Michael","Nov 9, 2011",News,850,"The allegations of sexual harassment have consumed Cain's campaign since Oct. 30, when Politico reported that at least two female employees at the restaurant association had complained of inappropriate behavior by Cain. [...] Cain was best known for his 9-9-9 plan to overhaul and simplify the federal tax code.",Cain strikes back,Chicago Tribune
521,"Mascaro, Lisa","Feb 10, 2011",News,1507,"[...] the House's conservative wing has dismissed as inadequate the Republican leadership's proposed spending reductions for the remainder of the fiscal year. In these private talks, as well as in public statements tailored to conservative voters, GOP leaders frame the vote as necessary to pay for overspending by wayward predecessors, Democrats and Republicans alike.\n","Huge debts, high stakes",Chicago Tribune
522,"Chapman, Steve","May 12, 2011",News,746,"""The Bernanke policy of printing money is setting the stage for mass inflation,"" claims former House Speaker Newt Gingrich. During the administration of President George W. Bush, the consumer price index rose at an average rate of less than 3 percent per year -- while gold was tripling in value.",Unfounded fears,Chicago Tribune
523,Anonymous,"Jan 27, 2011",News,735,"[...] the Congressional Budget Office projects that by 2015, without a freeze, it will be at its lowest level as a share of gross domestic product since 2001.","Fake budget plot: Obama, GOP agree to pretend",Chicago Tribune
524,"Pang, Kevin","Dec 2, 2011",News,502,"Eating horse meat in the U.S. remains a cultural taboo, but horse meat can be found in restaurants as close as Toronto and in supermarket cold cases in French-speaking Canada.",Gallup poll needed on horse meat debate?,Chicago Tribune
525,"Lee, Don; Hamburger, Tom; Petruno, Tom","Apr 19, 2011",News,772,"An unexpected warning about America's soaring debt jolted financial markets and is threatening wider consequences for the U.S. economy, even as a new sense of realism emerges in the stalemate between President Barack Obama and congressional Republicans over fiscal policy.",U.S. debt warning roils the market,Chicago Tribune
526,"Zorn, Eric","Jan 30, 2011",News,1132,"Packer-backing salesman deserved to be sacked Not since rogue flight attendant Steven Slater has there been a popular folk hero as undeserving as car salesman John C. Stone. The Packers had beaten the Chicago Bears in the NFC championship game the previous day and Stone later told reporters he was wearing the tie to honor his late grandmother, who was a big fan of the team.",Change of Subject,Chicago Tribune
527,"Murphy, Kim","May 29, 2011",News,474,"Family, friends and co-workers at Wells' memorial recalled an optimistic, overwhelmingly friendly man who loved fly fishing and took pride in his grandchildren.","Amid tragedy, a heroic tale",Chicago Tribune
528,"Mascaro, Lisa","May 1, 2011",News,661,[...] Marino is among dozens of Republican lawmakers that House GOP leaders must persuade to support an increase in the debt ceiling to avert potential economic disarray.,Debt deal tricky for GOP leaders,Chicago Tribune
529,Anonymous,"Feb 28, 2011",News,1071,"Mexico's federal prosecutor's office believes the attack was a case of mistaken identity, but it has come under heavy diplomatic pressure from Washington to capture Zapata's killers.",Nation &amp; World,Chicago Tribune
530,"Powers, Scott; Matthews, Mark K","Apr 29, 2011",News,418,Stowed in the cargo hold of space shuttle Endeavour for its final launch Friday is a science experiment that could upend astronomy in ways unparalleled since the Hubble Space Telescope. Or -- if it flops -- it could end up as a $1.5 billion hood ornament on the International Space Station.,Endeavour is going out with a big-bang project,Chicago Tribune
531,"Johnson, K C","Mar 11, 2011",Chicago Sports,594,"Taj Gibson is expected to start at power forward if Boozer can't play, with veteran Kurt Thomas returning to the rotation in a backup role and Rasual Butler getting activated for the first time as a Bull. In 18 starts this season, he is averaging 10.2 points and 6.7 rebounds in close to 28 minutes.","No Boozer, Pt. 2",Chicago Tribune
532,"Skiba, Katherine","Jan 27, 2011",News,226,"Woodson then led other players in a rallying cry: ""White House!"" It was a nod to the customary Oval Office visit by championship teams.",Obama endures gridiron gloating,Chicago Tribune
533,"Page, Clarence","Aug 3, 2011",News,775,"That's without any of the closing of corporate tax loopholes, tax rate increases on the wealthy or other ""shared sacrifice"" that Obama tried to write in. [...] more liberal pain may be in store in the second round of cuts, an additional $1.2 trillion to $1.5 trillion in savings to be decided by a strange new creation nicknamed the ""supercommittee"": a 12-member group to be divided equally between members of both parties and both houses of Congress. Since long-standing Washington wisdom dictates that, when you don't want to do something, form a committee.",Recipe for budget fights,Chicago Tribune
534,,"Oct 18, 2011",,284,The president's strategy is to force Republicans to accept his proposals or be painted as obstructionists getting in the way of economic recovery as the 2012 presidential and congressional campaigns heat up.,Obama hits road to push jobs bill,Chicago Tribune
535,"Dold, Bruce","Nov 6, 2011",News,238,"Why do we endorse? Because the role of an editorial board is to be a public citizen, to press an agenda for building this community and nation, to urge our readers to act on that agenda.",Our opinion and national politics,Chicago Tribune
536,"Barabak, Mark Z; Abcarian, Robin","Nov 25, 2011",News,866,"Of all the presidential candidates who have cycled to the top of the shifting Republican heap, the most improbable may be Newt Gingrich. Since leading the GOP's 1994 takeover of the House, Gingrich has weathered a series of flip-flops, inflammatory statements and missteps that would have sunk many lesser politicians.",Can Gingrich stay atop erratic field?,Chicago Tribune
537,,"Oct 13, 2011",,880,"Shaun Rachau and Roger Riley, who worked with Epstein in 1996 when he was a 22-year-old intern working media relations and travel for the San Diego Padres, won't be surprised if he duplicates his success in Boston with the Cubs. THE TALENTED MR. EPSTEIN For all the buzz rabid baseball fans have generated about Theo Epstein, the presumed next Cubs general manager doesn't hog the spotlight.",Hot for Theo,Chicago Tribune
538,"Skiba, Katherine","Nov 9, 2011",News,231,First lady Michelle Obama had so much advice for young people Tuesday that she said it reminded her of lectures to Malia and Sasha at the family dinner table.,"First lady to youths: Work hard, mind debt",Chicago Tribune
539,"Mack, Kristen","Feb 25, 2011",News,503,"Emanuel's transition team will focus on seven issues ahead of his May 16 swearing-in: economic development and planning; education; budget and government ""reinvention""; public safety and consumer protection; transportation and infrastructure; the environment and public space; and arts and culture.",Emanuel picks 7 to lead transition team,Chicago Tribune
540,"Brandon, Emily","Feb 13, 2011",Money &amp; Real Estate,598,"For self-employed workers, the Social Security tax rate drops from 12.4 percent to 10.4 percent next year, due to provisions of the Tax Relief, Unemployment Insurance Reauthorization and the Job Creation Act of 2010, signed by President Obama on Dec. 17.",Social Security,Chicago Tribune
541,"Parsons, Christi; Dixon, Robyn","Dec 2, 2011",News,390,"Obama is reallocating money Congress has approved for public health purposes, directing $35 million to state AIDS drug assistance programs and $15 million to the Ryan White HIV/AIDS Program, which supports care provided by clinics.",Obama steps up global battle against AIDS,Chicago Tribune
542,"Lee, Don","Apr 18, 2011",News,657,"Since his definition of wealthy begins with families earning $250,000 a year, many working couples with hefty salaries but few if any tax shelters could feel the effects of his plan more sharply than the millionaires and billionaires he often talks about.",Stakes huge in deficit duel,Chicago Tribune
543,Anonymous,"Jun 23, 2011",News,404,"The rail-to-rail flyover bridges will separate 78 daily Metra Rock Island District commuter trains, and eventually more than a dozen Amtrak trains, from about 46 Norfolk Southern freight trains that pass slowly through the pinch point every day, officials said.",Major railroad project aims to cut delays,Chicago Tribune
544,"Geiger, Kim","Oct 28, 2011",News,253,"After a series of poor debate performances in the early months of his presidential campaign, Texas Gov. Rick Perry is backing off from the GOP debate schedule, committing to just one of the next three events between now and Nov. 15.",Perry backs away from some debates,Chicago Tribune
545,"Madigan, Charles M","Jun 2, 2011",News,792,"Here's a question she should practice on: ""Now that the auto companies have paid back the money the taxpayers provided, was it a good idea, or should we have just let them fail?"" No way to answer that one without causing big ideological trouble with her small-government backers. *""SNL"" fodder.","Voters, should she or shouldn't she?",Chicago Tribune
546,"Matthews, Mark K","Jan 28, 2011",News,1132,A select commission led by former Secretary of State William Rogers concluded that the cause of the accident was a faulty O-ring in one of two solid-fuel rocket boosters. Columbia was doomed when a briefcase-size chunk of insulating foam peeled off the fuel tank during launch and punched a hole in the heat-resistant tiles on the leading edge of the orbiter's left wing.,Challenger loss still haunts NASA,Chicago Tribune
547,"Rodriguez, Alex","Jun 16, 2011",News,1009,"The apparent detention of Pakistanis suspected of supplying information to the CIA in advance of the raid that killed Osama bin Laden reflects the deep embarrassment within their country's military and intelligence circles over the unilateral U.S. operation, analysts said Wednesday. Ali said the detainees included people who lived near the compound, but he could not confirm a report from The Associated Press that one of the men was the owner of a safe house used by the CIA to monitor the site ahead of the raid.",Analysts: Arrests signal Pakistan shame,Chicago Tribune
548,"Savage, David G","Jul 17, 2011",News,680,"Because the 1996 marriage act remains the law, the administration has stopped short of a blanket policy change on deportation cases involving married same-sex couples.",Evolving immigration policies leave gay couples in legal limbo,Chicago Tribune
549,"Page, Clarence","May 18, 2011",News,735,Former House Speaker Newt Gingrich and former Sen. Rick Santorum of Pennsylvania lost their Fox News contracts as paid contributors when they launched presidential bids.,Can this party get its groove on?,Chicago Tribune
550,"Bennett, Brian","Dec 16, 2011",News,654,"Court documents indicate Manning's lawyers will try to show officials exaggerated damage to U.S. security caused by the leaks, that the Army did not follow procedures for securing classified information and that the Army ignored signs that Manning suffered mental health problems that may have made him a security risk.","Whistle-blower or traitor, Manning headed to court",Chicago Tribune
551,"Chapman, Steve","Jan 20, 2011",,,Steve Chapman analyzes criticism of Pres Obama's health care overhaul.,Inoculating against true health care reform,Chicago Tribune
