,author,date,section,word_count,abstract,headline,source,subjects
95,"Powers, Scott; Clarke, Sara K","Jan 20, 2012",Main News; Part A; National Desk,209," Obama said Thursday he intended to expand the State Department's Global Entry program for trusted international visitors; expand and accelerate visa application processing for such countries as Brazil, India and China; and attempt to add more countries to a U.S. visa waiver program that allows foreigners from 36 nations to skip the visa process.",Visa rules aim to spur tourism,Los Angeles Times,"Passports & visas, Immigration policy, Tourism -- United States--US"
96,,"Feb 29, 2012",Sports; Part C; Sports Desk,500," According to the league, it hasn't played a game on a Wednesday since Sept. 22, 1948.",THE DAY IN SPORTS; NFL will open on a Wednesday,Los Angeles Times,"Tennis, Tournaments & championships, Athletes"
97,"Richter, Paul","Apr 13, 2012",Main News; Part A; Foreign Desk,1180," War or peace, the global economic recovery and a U.S. presidential election may ride on the outcome. Several senior Iranian officials have recently made what have seemed like positive overtures, including one by the head of Iran's nuclear energy organization that the regime might halt production of 20%-enriched uranium.","Stakes are high, hopes are low for Iran talks; The question will be whether sanctions have led Tehran to compromise on its nuclear program.",Los Angeles Times,"Nuclear weapons, Shootings, Sanctions, Meetings, International relations-US -- Iran, Diplomatic & consular services, Armed forces"
98,"Richter, Paul; Roughneen, Simon; Magnier, Mark","Jan 14, 2012",Main News; Part A; Foreign Desk,1121," [...] she said full normalization of relations, including steps to unravel the web of sanctions, would take time. Since late 2010, Myanmar has held an election, released pro-democracy leader Aung San Suu Kyi from detention and recognized her previously banned opposition National League for Democracy party.","U.S. restores ties with Myanmar; Move is a reward for reforms, but Obama is also eager to head off Chinese sway in the resource-rich nation.",Los Angeles Times,"International relations-US -- Myanmar (Burma), Political prisoners, Freedom of assembly, Truces & cease fires, Foreign policy, Politics, Armed forces"
99,"Gold, Matea; Mason, Melanie","Jan 19, 2012",Main News; Part A; National Desk,1051," Outside groups played a role in political campaigns before Citizens United - perhaps most famously in 2004, when a group of Vietnam War-era Swift boat veterans financed largely by wealthy Texans ran ads questioning the military service of Democratic nominee Sen. John F. Kerry.",'Super PACs' get money's worth; Even GOP candidates the groups support now denounce their influence in South Carolina and beyond.,Los Angeles Times,"Supreme Court decisions, Political campaigns, Presidential elections, Political action committees--PAC, Political finance, Bipartisan Campaign Reform Act 2002-US, Political advertising"
100,"Amar, Vikram; Brownstein, Alan","Apr 3, 2012",Main News; Part A; Editorial Desk,983," Neither the justices nor the lawyers doubted that the healthcare and healthcare insurance markets involve interstate commerce -- insurance and healthcare providers are usually national or at least regional operations, folks who cross state lines get sick and must be cared for away from home regularly, and people are often unable to relocate to another state for fear of losing employer-based coverage. Once you start allowing Congress to compel people to purchase goods or services, aren't you in a free fall that has only one conceivable end point -- a world with no limits to the federal government's commerce-clause power to regulate the lives of all Americans?",Not-so-slippery slope; Justices shouldn't worry healthcare law will lead to unlimited federal power.,Los Angeles Times,"Supreme Court decisions, Bans, Health care policy, Interstate commerce, Separation of powers, Regulation, Constitutional law, Patient Protection & Affordable Care Act 2010-US, Government mandates"
101,"Keegan, Rebecca","May 10, 2012",Calendar; Part D; Entertainment Desk,1250," In 2008, Hollywood helped catapult Obama into the White House, as contributions and endorsements poured in from celebrities like Oprah Winfrey, Leonardo DiCaprio and Will Ferrell, and will.i.am of the Black Eyed Peas produced the viral, pro-Obama music video ""Yes We Can"" featuring famous faces like Scarlett Johansson and John Legend.","Stars align as the wind shifts; George Clooney's party will raise millions for Obama but it comes amid 'celeb president' criticism, fundraising change",Los Angeles Times,"Fund raising, Presidential elections, Political campaigns, Celebrities, Political finance"
102,"Simon, Richard; Willon, Phil","Jan 13, 2012",Main News; Part A; National Desk,1287," Every decade redistricting triggers a rash of retirements and elective office hopscotching, but this time around changes are particularly intense, said Dan Schnur, director of USC's Jesse M. Unruh Institute of Politics. [...] the 2012 races could produce a less partisan crop of representatives, Schnur predicted.",More House Seats up for grabs; Rep. Jerry Lewis is the latest California congressman to depart as redistricting spurs political upheaval.,Los Angeles Times,"State government, Seniority, Retirement, Legislators, Apportionment"
103,"Barabak, Mark Z","Feb 25, 2012",Main News; Part A; National Desk,1072," Several states, including California, have gone from awarding delegates on a winner-take-all basis to dividing them proportionally. [...] a candidate can win delegates even if they place second or worse; by accumulating a sufficient number, they can have much greater sway at this summer's GOP nominating convention, something that Texas Rep. Ron Paul and, lately, Gingrich have been eyeing as they seek to cherry-pick delegates in selected areas.","CAMPAIGN 2012; Romney finds the game has changed; In any other election year, he might be the nominee by now.",Los Angeles Times,"Presidential elections, Political campaigns, Primaries & caucuses, Political finance"
104,"Collins, Scott; Braxton, Greg","Feb 25, 2012",Calendar; Part D; Entertainment Desk,798, A series of federal court decisions in 2010 have thrust super PACs into spotlight during the presidential campaign.,Maher puts money where his mouth is; The comedian donates $1 million to a pro-Obama super PAC.,Los Angeles Times,"Presidential elections, Campaign contributions, Political action committees--PAC"
105,"Fettweis, Christopher J","Jun 6, 2012",Main News; Part A; Editorial Desk,708," The goal of the United States is not to force the various Taliban groups to surrender but to encourage the ineffective, venal Karzai government to make the kind of adjustments that would allow it to survive on its own.",Coaxing Karzai to reform,Los Angeles Times,"Governmental reform, Foreign policy, Political leadership, Deadlines, Postwar reconstruction"
106,"Puzzanghera, Jim","Feb 2, 2012",Business; Part B; Business Desk,974," Distancing himself from Republicans on housing issues, President Obama pitched a $5-billion to $10-billion plan to help a key segment of struggling homeowners -- those still making monthly payments, but on underwater mortgages. The administration released 10 pages of details on the refinancing proposal as well as other steps to help the housing market, such as streamlined refinancing requirements and a homeowner bill of rights with simple disclosure forms and protection from inappropriate foreclosures.",HOUSING; Obama offers wider refi plan; He aims to help homeowners who are underwater get lower mortgage rates.,Los Angeles Times,"Homeowners, Loans, Refinancing, Foreclosure"
107,"Hennessey, Kathleen","Jun 25, 2012",Main News; Part A; National Desk,374," Rep. Darrell Issa, chairman of the House Committee on Oversight and Government Reform, said Sunday that he had no evidence the White House was involved in what could be a Justice Department ""coverup"" to contain fallout from the botched Fast and Furious operation.",THE NATION; Issa sees no coverup by White House; But the California congressman still accuses the Justice Department of lying about the Fast and Furious gun operation.,Los Angeles Times,"Sting operations, Military sales, Evidence"
108,"Hamm, Catharine","Apr 29, 2012",Travel; Part L; Travel Desk,405," The result, said David T. Donahue, deputy assistant secretary with the State Department's Bureau of Consular Affairs, is a marked improvement in processing times.","Shorter waits to visit U.S.; Visa approval times for travelers to the United States have decreased, the State Department says.",Los Angeles Times,"Passports & visas, Terrorism, Tourism"
109,"Romney, Lee","Mar 25, 2012",Main News; Part A; Metro Desk,1301," Located near tourist-heavy Union Square, the storefront has been a watering hole since 1918 -- save for short interruptions during Prohibition and a brief interlude when it housed a flower shop. Another has written songs denouncing the eviction, and a historic preservation consultant is spearheading a long-shot effort to get the bar deemed a landmark.",CALIFORNIA; S.F. bar fight pits old against new; The Gold Dust Lounge's lease is terminated to make way for a chain fashion store,Los Angeles Times,"Leases, Bars, Evictions, Shopping centers"
110,"Reston, Maeve","Apr 24, 2012",Main News; Part A; National Desk,1051," For months, Romney repeatedly sought to outflank his opponents on the issue: chiding Texas Gov. Rick Perry for favoring in-state tuition breaks for the children of illegal immigrants, vowing to veto the Dream Act that would have allowed citizenship for certain students who joined the military or attended college, and suggesting that Arizona's controversial approach to rooting out illegal immigrants could be ""a model"" for the nation.",CAMPAIGN 2012; Sen. Rubio helps court Latinos for Romney,Los Angeles Times,"Citizenship, Young adults, Aliens, Political campaigns, Voter behavior, Presidential elections, Hispanic Americans, Primaries & caucuses, Immigration policy"
111,"Finnegan, Michael","May 9, 2012",Main News; Part A; National Desk,1047," In Wisconsin, voters picked Milwaukee Mayor Tom Barrett as the Democrat to challenge Gov. Scott Walker next month in a recall spurred by the Republican incumbent's fight with organized labor. A former chairman of the Senate Foreign Relations Committee, Lugar is one of the nation's most prominent advocates of arms control treaties.",Voters oust Senate veteran Lugar; His loss to a tea party challenger in Indiana's Republican primary spotlights the political risk of compromise.,Los Angeles Times,"Candidates, Political campaigns, Primaries & caucuses, Congressional elections -- Indiana"
112,"Parsons, Christi","Mar 6, 2012",LATExtra; Part AA; National Desk,75,,"LATE BRIEFING / WASHINGTON, D.C.; G-8 talks move to Camp David",Los Angeles Times,
113,,"Mar 21, 2012",LATExtra; Part AA; Foreign Desk,104,,LATE BRIEFING / SOUTH KOREA; Obama visit to include DMZ stop,Los Angeles Times,
114,"Becerra, Hector; Landsberg, Mitchell","Feb 28, 2012",Main News; Part A; National Desk,840," According to the Pew Research Institute, about 7% of Mormons in the U.S. are Latino. Because of their large Mormon populations, Arizona and Utah are two states where Romney's faith is an asset.","THE NATION; CAMPAIGN 2012; Romney's breakaway issue; The candidate's tough stance on illegal immigration diverges from his church's position, and distances Latino Mormons.",Los Angeles Times,"Aliens, Political campaigns, Presidential elections, Mormonism, Primaries & caucuses, Immigration policy"
115,"Nicholas, Peter","Dec 24, 2011",Main News; Part A; National Desk,802," [...] Congress complied, but at a severe cost to the nation's credit rating and Obama's public standing.","THE NATION; Obama win reflects a new tactic; In the payroll tax cut fight, the president kept his distance from Congress and played to the middle class.",Los Angeles Times,"Unemployment insurance, Tax increases, Federal legislation"
116,,"Mar 13, 2012",Calendar; Part D; Entertainment Desk,109,,QUICK TAKES; Obama to 'Speak Up',Los Angeles Times,
117,"Haefele, Marc B","Feb 17, 2012",Main News; Part A; Editorial Desk,974," Both sides claim to be upholding U.N. mandates: on Britain's part, the 1945 U.N. Charter's original generalized right to self-determination of all nations; on Argentina's, the more recent U.N. Anti-Colonial Resolution 2065, which asks that Britain specifically negotiate the islands' sovereignty. (In fact, the 1833 Argentine settlers were swept off by a U.S. Navy ship, but the British moved in right after that.) She announced the filing of a formal complaint with the U.N. to protest ""the militarization of the islands"" as well as Britain's refusal to negotiate their future.",Falklands or Malvinas?,Los Angeles Times,"Colonialism, Sovereignty, International relations, Journalists"
118,,"May 24, 2012",Main News; Part A; Letters Desk,1168,,LETTERS; Working for change,Los Angeles Times,
119,"Hamilton, Walter","Jan 12, 2012",Business; Part B; Business Desk,591, The bankruptcy filing also demonstrates the mixed results of private equity firms that buy into troubled companies -- a hot topic in the Republican presidential race as rivals attack Mitt Romney's private equity background.,FOOD; Cupboard is again bare for Hostess; The maker of HoHos and Twinkies files for Chapter 11 bankruptcy a second time.,Los Angeles Times,"Net losses, Cost control, Private equity, Bankruptcy reorganization, Weight control, Bankruptcy"
120,"Hennessey, Kathleen","Mar 24, 2012",Main News; Part A; Foreign Desk,939," ""What the president's personal leadership and investment in a nuclear agenda has done is allow the world to come together behind common approaches, to apply pressure on countries that break the rules, and to provide incentives for countries to do the right thing,"" said Ben Rhodes, deputy national security advisor.",THE WORLD; Nuclear safety in the spotlight; Obama's security initiative will get a stage at a South Korea summit next week.,Los Angeles Times,"Summit conferences, Leadership, Nuclear weapons, Arms control & disarmament"
121,"Barabak, Mark Z; Gold, Matea","May 18, 2012",Main News; Part A; National Desk,1143," ""Super PACs,"" the free-ranging groups formed to exploit a new era of unbridled campaign spending, have dominated the 2012 presidential race, buoying a succession of Republican candidates and helping propel Mitt Romney to the party's nomination. Campaign finance reform advocates said the events vividly illustrate the effect that outside groups with unlimited resources can have on the White House contest.\n",Romney repudiates attack ad strategy; He reacts swiftly when plans surface for a $10-million blitz using Obama's ties to a controversial pastor.,Los Angeles Times,"Presidential elections, Political campaigns, Candidates"
122,,"Apr 12, 2012",Calendar; Part D; Entertainment Desk,229," Dorothy's ruby slippers from ""The Wizard of Oz"" have a new home with a diverse set of artifacts in a new timeline of American history that includes a piece of Plymouth Rock, a slave ship manifest, Alexander Graham Bell's telephone and Kermit the Frog at the Smithsonian Institution in Washington, D.C. The National Museum of American History will open the exhibition Thursday featuring objects from pop culture along with items dating to the Pilgrims' arrival in 1620 in Plymouth, Mass.",QUICK TAKES; New 'Stories' at the Smithsonian,Los Angeles Times,American history
123,"Savage, David G; Mason, Melanie","Jun 13, 2012",Main News; Part A; National Desk,879," When the Supreme Court ruled that corporations had the right to political free speech, it set loose a tidal wave of campaign money that helped elect a new Congress in 2010 and is now reshaping the presidential race. The U.S. Court of Appeals in Washington, citing the 5-4 opinion, reasoned that since the 1st Amendment guaranteed the right to unrestricted ""independent"" spending on politics, PACs should have the right to collect unlimited sums, so long as they too were independent. [...]the parallel system was born.",Justices may look at campaign finance debate; A Montana case deals with the two-track system created in part by their own ruling.,Los Angeles Times,"Campaign contributions, Supreme Court decisions, Negative campaigning, Political action committees--PAC, Political finance"
124,"Mascaro, Lisa","Jan 25, 2012",Main News; Part A; National Desk,594," Giffords' office has remained open in the year since the shooting, and she received her first congressional standing ovation from both sides of the political aisle when she returned to Washington last summer to vote to raise the debt ceiling during that divisive debate.",STATE OF THE UNION; Divides set aside with her in the House; Gabrielle Giffords' attendance at the president's address was both a welcome back and a farewell for the congresswoman.,Los Angeles Times,"Resignations, Assassinations & assassination attempts, State of the Union Address, First ladies, Political leadership"
125,,"Jun 2, 2012",Main News; Part A; Letters Desk,1049,,LETTERS; It's not just a subway,Los Angeles Times,
126,,"Dec 19, 2011",Main News; Part A; News Desk,39,,FOR THE RECORD,Los Angeles Times,
127,"Sanders, Edmund","Jan 29, 2012",Main News; Part A; Foreign Desk,717," In a country where the prime minister's average term in recent decades has been shorter than three years and most governments collapse prematurely, some believe that Netanyahu, who took office in 2009, will seek to capitalize on his improving popularity by securing another term before the U.S. presidential election in November.",Israel gears up for prospect of early national elections; Netanyahu may seize on his popularity and hold balloting before U.S. presidential vote.,Los Angeles Times,"Prime ministers, Primaries & caucuses, Coalition governments, Political leadership, Elections -- Israel"
128,"Mason, Melanie; Gold, Matea; Duncan, Ian","Feb 21, 2012",LATExtra; Part AA; National Desk,982," Republican presidential hopeful Mitt Romney and a ""super PAC"" working on his behalf spent more than twice as much as they raised in January, underscoring how persistent challenges by rivals Newt Gingrich and Rick Santorum have taxed the former Massachusetts governor's financial operation. The Red White and Blue Fund, which backs Santorum, was boosted with $1 million from Louisiana energy executive William Dore and $669,000 from Wyoming mutual fund investor Foster Friess -- who also shelled out $331,000 to the super PAC last year.","Embattled Romney spends big; He and a 'super PAC' go through twice as much as they raised last month, though he keeps a financial edge.",Los Angeles Times,"Political campaigns, Presidential elections, Campaign expenditures, Political action committees--PAC, Political finance, Fund raising, Primaries & caucuses"
129,"Abcarian, Robin","Jan 4, 2012",Main News; Part A; National Desk,911," [...] we'll all vote Republican,"" said Lou Defino, ""but for now, it's about who you believe in. [...] someone turned it off, a cheer went up, and she set about trying to persuade the room to vote for her dad despite his ""baggage,"" which included making an anti-global-warming ad with House Democratic leader Nancy Pelosi and the ""urban myth"" that he delivered divorce papers to her mother in the hospital.","IOWA CAUCUSES; 400 Iowans, one bad PA system; The Ankeny-7 caucus is messy, delightful and maddening -- much like many others across the state.",Los Angeles Times,"Presidential elections, Political campaigns, Primaries & caucuses"
130,,"Dec 10, 2011",Main News; Part A; National Desk,90,,"NATIONAL BRIEFING; WASHINGTON, D.C.; Rule may change on species at risk",Los Angeles Times,
131,,"May 13, 2012",Main News; Part A; Letters Desk,1346,,LETTERS; Wayward sheriff,Los Angeles Times,
132,"Mascaro, Lisa","Jun 27, 2012",Main News; Part A; National Desk,393, Failure to approve the $108-billion highway bill would halt the government's ability to collect the federal gas tax that pays for transportation construction and improvements.,Two key bills near Congress deadline; Lawmakers may be close to a deal on student loan rates and must also act quickly on highway funding.,Los Angeles Times,"Transportation economics, Federal legislation, Student loans, Interest rates, Agreements, Federal funding, Roads & highways"
133,"Rainey, James","Jan 17, 2012",Business; Part B; Business Desk,896," ""While we believe that online piracy by foreign websites is a serious problem that requires a serious legislative response, we will not support legislation that reduces freedom of expression, increases cybersecurity risk or undermines the dynamic, innovative global Internet,"" said a statement from three White House officials:",GOVERNMENT; Websites to go offline in protest; Wikipedia and others plan a 1-day blackout Wednesday over anti-piracy legislation.,Los Angeles Times,"Federal legislation, Electronic commerce, Web sites, Internet, Intellectual property, Piracy, Censorship, Demonstrations & protests"
134,"McGreevy, Patrick","Feb 11, 2012",Main News; Part A; Metro Desk,868," Stories like Moctezuma's drove Assemblyman Tom Ammiano (D-San Francisco) to propose giving as many as 200,000 nannies and other workers the same overtime pay, meal breaks and time off that apply to most laborers. Fred Nisen of Berkeley has cerebral palsy and already spends half his income paying an assistant to bathe and help dress him and to cook, clean, drive him to medical appointments and accompany him on business travel.",Domestic bliss? Not for in-home workers; California is at the forefront of a debate over basic on-the-job protections and their cost for employers.,Los Angeles Times,"Legislation -- California, Overtime pay, Domestic service, Employee benefits"
135,"Finnegan, Michael","Dec 12, 2011",Main News; Part A; National Desk,1035," Most recently, a bipartisan group in California has drafted a November 2012 state ballot measure aimed at allowing hundreds of thousands of illegal immigrants to come forward and pay income taxes without fear of deportation.","Border battle plays out in states; As some crack down on illegal immigrants, others are pushing laws to protect them.",Los Angeles Times,"Federal state relations, Aliens, Border patrol, State laws, Immigrant students, Immigration policy"
136,"McMANUS, DOYLE","Apr 19, 2012",Main News; Part A; Editorial Desk,786," The United States, its European allies, Russia and China are asking Iran to halt its enrichment of uranium, to export the enriched uranium it has already made, to close the once-secret Fordow nuclear facility under a mountain near Qom and to give United Nations inspectors unfettered access to its sites.",The Iran squeeze,Los Angeles Times,"Nuclear weapons, Political campaigns, International relations-US -- Iran, Agreements"
137,"Zucchino, David","May 9, 2012",Main News; Part A; National Desk,655," In North Carolina, the controversial measure attracted far more primary voters than usual. Because North Carolina is an important swing state and home to the 2012 Democratic National Convention, the issue has drawn national attention in the gay rights debate.","THE NATION; N.C. passes marriage law; The constitutional amendment limits the rights of straights and gays alike, experts say.",Los Angeles Times,"Gays & lesbians, Domestic partners, Referendums, Bans, Same sex marriage"
138,"McMANUS, DOYLE","Mar 29, 2012",Main News; Part A; Editorial Desk,718, [...] these ideas aren't what the court is being asked to rule on. [...] at least some of them would need to be enacted by Congress -- an unrealistic prospect as long as either the House or Senate are led by Republican majorities bent on repealing the law entirely.\n,Obama's 'tax' lapse; He chose a mandate to avoid a tax hike. Now that's put his healthcare law at risk.,Los Angeles Times,"Supreme Court decisions, Insurance pools, Tax increases, Health care policy, Health insurance, Fines & penalties, Constitutional law, Government mandates"
139,"Parsons, Christi; Richter, Paul","Mar 5, 2012",Main News; Part A; Foreign Desk,1070," President Obama cautioned against ""bluster"" and ""loose talk of war"" with Iran even as he assured U.S. supporters of Israel that he will use American military force if necessary to prevent Tehran from obtaining a nuclear weapon. Newt Gingrich, appearing on CNN's State of the Union, said: You've had no evidence that the president is prepared to take steps to stop Iran from getting nuclear weapons.","Obama rejects bluster on Iran; The president tells Israel's supporters that he's willing to use force, but he urges patience for sanctions.",Los Angeles Times,"Speeches, Diplomacy, Political campaigns, Nuclear weapons, International relations-US -- Iran, Foreign policy, Armed forces"
140,,"Dec 20, 2011",Main News; Part A; Foreign Desk,169," Iraq's Shiite-led government issued an arrest warrant Monday for the Sunni vice president, accusing him of running a hit squad that assassinated government and security officials -- extraordinary charges a day after the last U.S. troops left the country.","Iraq accuses top Sunni, raising sectarian fears",Los Angeles Times,Iraq War-2003
141,"Vartabedian, Ralph; Weikel, Dan","Mar 26, 2012",LATExtra; Part AA; Metro Desk,1149," A series of concessions over the last year to quiet opposition to the California bullet train has created a potentially lethal problem: the revised blueprint for the system may violate requirements locked into state law when voters approved funding for the project in 2008. The Legislature packed the law with an unusual number of conditions intended to reassure voters, protect the project from later political compromises and ensure that it would not end up a bankrupted white elephant.",Concessions on bullet train may violate law; Revisions to the plan are in conflict with the ballot measure approved by voters.,Los Angeles Times,"Business plans, High speed rail, Railroad transportation, State laws, Public finance"
142,"Bennett, Brian","Mar 8, 2012",Main News; Part A; Foreign Desk,458," Despite intensified counter-narcotics efforts over the last five years, the military's ability to stop drug smuggling into the U.S. from Latin America has declined as planes and ships have been diverted to combat operations around the globe, according to a senior military officer.","U.S. ability to intercept drugs is declining; Forces are stretched too thin to stop all shipments from Latin America, general says.",Los Angeles Times,"Drug trafficking, Cartels, Drug policy, Military aircraft, Armed forces"
143,,"Mar 8, 2012",Main News; Part A; Editorial Desk,431, There's no reason that California couldn't combine its legislative primary and its presidential primary on Super Tuesday in 2016 -- giving Republicans and Democrats a chance to name their nominee.,Will California's vote count?,Los Angeles Times,"Editorials -- Presidential elections, Political campaigns, Presidential elections, Political power, Primaries & caucuses, Term limitations"
144,"Savage, David G","Feb 23, 2012",LATExtra; Part AA; National Desk,348, The Supreme Court on Wednesday threw out a lawsuit against two Los Angeles County sheriff's deputies over a raid at a South L.A. home that began as a search for a gang member but ended with the confiscation of a 73-year-old woman's shotgun.,2 L.A. County deputies win dismissal of lawsuit over raid; The Supreme Court says the officers followed the law even though the search warrant may have been too broad.,Los Angeles Times,"Supreme Court decisions, Gangs, Police -- Los Angeles County California, Civil actions, Firearms, Raids, Federal court decisions"
145,"Memoli, Michael A","Mar 16, 2012",Main News; Part A; National Desk,902," The initiatives the administration regards as its biggest accomplishments -- the healthcare law, the economic stimulus, the financial market reforms -- all remain unpopular or virtually unnoticed among voters. The GOP opposition to the auto rescue, Biden argued, showed the ""fundamentally different economic philosophy"" between Republicans and the administration, and is a ""cautionary tale"" about how they would run the government if returned to power.","THE NATION; Biden drives home the auto bailout; He tells UAW crowd in Ohio that Obama is about the private sector, GOP is about the privileged sector.",Los Angeles Times,"Automobile industry, Bailouts, Vice Presidents, Political campaigns, Presidential elections, Economic recovery"
146,,"Mar 19, 2012",LATExtra; Part AA; National Desk,42,,"LATE BRIEFING; Sunday stroll; [ PHOTO: President Obama, First Lady Michelle Obama and their... ]",Los Angeles Times,
147,"Lauter, David","Jun 5, 2012",Main News; Part A; National Desk,765," The average gap in views between Democratic and Republican partisans has nearly doubled, with most of the increase coming during the Obama and George W. Bush presidencies, Pew's research found. [...]people's consistency in hewing to one side or the other has increased.","Partisan divide is growing sharper, study says",Los Angeles Times,"Polls & surveys, Political parties, Political behavior"
148,"Esquivel, Paloma","Feb 24, 2012",LATExtra; Part AA; Metro Desk,704," The number of deportation cases filed by federal immigration officials dropped by nearly a third in the first three months of the fiscal year, according to a report by the Syracuse University Transactional Records Access Clearinghouse.","Number of deportation cases down by a third; Decrease may reflect administration's plans to weigh factors such as whether the person is a veteran or college student, report says.",Los Angeles Times,"Deportation, Criminal records, Immigration policy, Socioeconomic factors"
149,"King, Laura","Mar 14, 2012",Main News; Part A; Foreign Desk,533, Suspected insurgents fired automatic weapons and rocket-propelled grenades Tuesday at a government delegation offering condolences to villagers in a district of Kandahar province where a U.S. soldier is accused of going on a shooting rampage.,"THE WORLD; Afghan officials fired on at massacre site; Meanwhile, the Taliban steps up its threats against American troops.",Los Angeles Times,"Murders & murder attempts, Massacres, Rockets, Public officials, Armed forces"
150,,"Jun 21, 2012",Main News; Part A; Letters Desk,1284," Lee Moldaver Santa Barbara -- A lawyer's legal problem Re ""State bar argues for Mexico-born lawyer,"" June 19 Is there any justifiable reason that Sergio C. Garcia, an undocumented immigrant whom the California Bar says deserves a license to practice law, has been kept waiting for his green card for 18 years? Abortion, in China and here Re ""China's one-child policy enforced unevenly, cruelly,"" June 16 In China, as in the United States, the term ""family planning"" has become a euphemism for taking innocent human lives.",Who builds where,Los Angeles Times,"Aliens, Attorneys, Immigration policy"
151,,"Dec 9, 2011",Main News; Part A; Letters Desk,1247,,LETTERS,Los Angeles Times,
152,"Lee, Don; Hennessey, Kathleen","Apr 7, 2012",Business; Part B; Business Desk,1022," The nation's jobless rate dipped to 8.2% last month from 8.3% in February, but economists said the decline reflected workers' dropping out of the labor force rather than a strengthening economy. The unemployment figure has declined by 1.8 percentage points in the last 21/2 years, but other key labor market data suggest that much of the drop is not because people are finding work, but rather that ""people are dropping out of the labor force,"" said Dean Baker, co-director of the Center for Economic and Policy Research in Washington.","THE ECONOMY; Job gains slow down in March; Firms hire 120,000 workers, about half the number as in each of the prior 3 months.",Los Angeles Times,"Conferences, Unemployment, Political campaigns, Economic recovery, Economic statistics, Employment"
153,"Geiger, Kim; Levey, Noam N","Feb 16, 2012",Main News; Part A; National Desk,801," Since President Obama moved to require Catholic hospitals and universities to offer their employees contraceptive health benefits, Republicans have rushed to accuse the administration of an unprecedented attack on religious freedoms.","THE NATION; New take on birth control; Republicans are bashing Obama now, but some supported similar mandates.",Los Angeles Times,"Religion & politics, Employment discrimination, Political campaigns, Womens health, Birth control, Women"
154,"West, Paul","Feb 24, 2012",Main News; Part A; National Desk,951," The closing ad push by the Romney forces, overwhelmingly negative in tone, echoed his lines of argument in the debate: that Santorum was steeped in the distasteful habits of Washington, a defender of insider gamesmanship who veered from the conservative line to confirm Sonia Sotomayor to the federal appeals bench and voted in favor of Alaska's notorious ""bridge to nowhere"" and against the E-Verify system designed to curb illegal immigration.","THE NATION; Romney turns up the volume; Hoping to bag key wins in Arizona and Michigan, he goes after Santorum with a scathing ad campaign.",Los Angeles Times,"Primaries & caucuses, Political campaigns, No Child Left Behind Act 2001-US, Presidential elections, Federal funding, Political parties, Political advertising"
155,"Memoli, Michael A","Apr 26, 2012",LATExtra; Part AA; News Desk,95,,"LATE BRIEFING; WASHINGTON, D.C.; Obama to kick off campaign",Los Angeles Times,
156,,"Jan 23, 2012",Main News; Part A; Editorial Desk,487, Surely that qualifies as admission to some sort of elite. [...] Gingrich likes to argue that he's an outsider -- and then simultaneously claim credit for all kinds of insider success.,"Gingrich's 'outsider' gambit; After years spent in Congress and politics, he now rails at the 'elites in Washington and New York.'",Los Angeles Times,"Presidential elections, Editorials -- Gingrich, Newt, Political campaigns"
157,,"Jun 19, 2012",LATExtra; Part AA; News Desk,103,,"LATE BRIEFING; WASHINGTON, D.C.; Choice for Iraq envoy bows out",Los Angeles Times,
158,"Rainey, James","Mar 6, 2012",Calendar; Part D; Entertainment Desk,1342," The four-time Academy Award nominee now faces the incongruity of provoking more controversy with her portrayal of the populist politician than she did with her roles as a cocaine-addicted porn star (""Boogie Nights"") or as a lesbian mom who cheats on her spouse with the family sperm donor (""The Kids Are All Right"").",You betcha it was hard work; Julianne Moore prepared meticulously to play Sarah Palin in 'Game Change.' She's sympathetic to the stress in Palin's life.,Los Angeles Times,"Actors, Political campaigns, Motion picture directors & producers, Television programs -- Game Change, Personal profiles"
159,,"Feb 16, 2012",LATExtra; Part AA; National Desk,251," Republican presidential candidate Rick Santorum paid at least 25% of his adjusted gross income in federal taxes for each of the last four years, according to tax returns he released Wednesday night.",Santorum releases tax returns,Los Angeles Times,"Candidates, Tax planning, Tax rates"
160,"West, Paul","Jan 16, 2012",Main News; Part A; National Desk,303, [...] that diplomatic credential wound up working to his disadvantage in a Republican contest driven largely by the party's desire to unseat the Democratic incumbent in the White House.,Huntsman to end his campaign,Los Angeles Times,"Presidential elections, Candidates, Political campaigns, Primaries & caucuses"
161,"Murphy, Kim","May 5, 2012",Main News; Part A; National Desk,577," TransCanada filed its application Friday with the U.S. State Department, which must determine whether the international pipeline -- designed to bring diluted bitumen from the tar sands of Alberta, Canada, to a linking point in Steele City, Neb. -- is in the U.S. national interest.",THE NATION; TransCanada applies again for a Keystone pipeline permit,Los Angeles Times,"Permits, Pipelines, Petroleum industry"
162,"Bennett, Brian","May 26, 2012",Main News; Part A; National Desk,1018," In an aggressive effort to boost deportations, U.S. Immigration and Customs Enforcement has begun to increase by nearly 25% the number of agents tasked with finding and deporting illegal immigrants with criminal records, pulling 150 officers from desks and backroom jobs to add extra fugitive search teams around the country.",ICE steps up deportation of criminals; Immigration agents escalate their efforts in a move some call a political stunt.,Los Angeles Times,"Deportation, Aliens, Quotas, Border patrol, Arrests, Fugitives, Immigration policy"
