,author,date,section,word_count,abstract,headline,source,subjects
365,T.J. SIMERS,"Oct 16, 2012",Sports; Part C; Sports Desk,952," Where's the credit given to our local college football team while recognizing the young men's efforts to almost cover the point spread? I know there's no cheering allowed in the press box, but isn't The Times the hometown newspaper? OK, so I know reporters don't write the headlines atop their stories, but don't the headline writers understand their roles as feel-good barkers when a team wins? Since when is a win not a win? ""But the bigger story is how, and why, the quarterback disappeared,"" reads The Times' story on USC.",MORNING BRIEFING; Hooray USC! That's not hard,Los Angeles Times,College football -- University of Southern California
366,"West, Paul; Barabak, Mark Z","Aug 31, 2012",Special Section; Part U; National Desk,1324," Romney's speech -- the prime-time finale to a storm-shortened Republican National Convention -- amounted to the biggest sales pitch of his life, serving several purposes.",ELECTION 2012 / THE REPUBLICAN NATIONAL CONVENTION; 'The time has come'; Romney says he'll do what Obama couldn't,Los Angeles Times,"Presidential elections, Political campaigns, Political conventions, Series & special reports"
367,"Simon, Richard","Sep 17, 2012",Main News; Part A; Foreign Desk,414, Israeli Prime Minister Benjamin Netanyahu on Sunday renewed his campaign to get President Obama to take a harder line toward Iran over its nuclear program.,THE WORLD; Israel presses U.S. on Iran; Benjamin Netanyahu again calls on Obama to set a 'red line' for Tehran over its nuclear program.,Los Angeles Times,"Nuclear weapons, Sanctions, Weapons, Foreign policy, Prime ministers, International relations-US -- Israel"
368,"McMANUS, DOYLE","Aug 29, 2012",Main News; Part A; Editorial Desk,848," The conventional wisdom is that this week's Republican National Convention needs to make Mitt Romney more ""likable"" -- to replace his image as a frosty billionaire with the warmer (and, friends say, more accurate) picture of a family man, devout Mormon and private do-gooder. Most voters said his policies favor the middle class. Since almost 90% of Americans consider themselves members of the middle class, that's a problem for Romney, one far more serious than the silly issue of likability.",Meet Middle-Class Mitt,Los Angeles Times,"Polls & surveys, Political campaigns, Middle class, Economic policy, Tax rates, Political conventions"
369,"Bresnahan, Mike","Jul 28, 2012",Special Section; Part V; Sports Desk,526," [...]says Kobe Bryant, who lighted a metaphorical fire around his feet earlier this month by saying this year's U.S. team would beat the original cast of NBA stars from 1992. In his second Olympic tour, Bryant, 33, also discussed his NBA longevity and the near future of the Lakers.",LONDON 2012: THE SUMMER OLYMPICS; MEN'S BASKETBALL; Maybe Kobe just dreamt it; Bryant says he didn't mean to suggest 2012 U.S. squad was better than '92 Dream Team.,Los Angeles Times,"Olympic games, Basketball, Athletes, Sports history"
370,,"Sep 23, 2012",Main News; Part A; National Desk,750," Congress' major accomplishments tended to be legislation that mostly extended current policies, such as a highway bill, and legislation demanded by Obama to renew a 2-percentage-point payroll tax cut and extend student loan subsidies.","Congress finishes bare minimum, hits the campaign trail",Los Angeles Times,"Agricultural subsidies, Foreign aid, Bills, Legislators, Payroll taxes"
371,,"Sep 6, 2012",Main News; Part A; Letters Desk,1232,,LETTERS; Endeavour's journey,Los Angeles Times,
372,"McMANUS, DOYLE","Jul 1, 2012",Main News; Part A; Editorial Desk,846," [...]the individual mandate penalty is expected to produce less than 5% of the new revenue in the law after it's phased in; the biggest new taxes, which will fall on high-income taxpayers and insurance providers, were labeled as taxes all along.) The battle for public opinion isn't over, though.",Obama's victory is now his challenge,Los Angeles Times,"Presidential elections, Health care expenditures, Supreme Court decisions, Political campaigns, Patient Protection & Affordable Care Act 2010-US"
373,"Richter, Paul","Nov 2, 2012",Main News; Part A; Foreign Desk,714," Fatemeh Hashemi, head of the Charity Foundation for Special Diseases, a nongovernmental organization supporting 6 million patients in Iran, has been widely quoted in the Iranian and European news media as saying that the sanctions have made it difficult to find medicines for such diseases as hemophilia, cancer and multiple sclerosis.",THE WORLD; Washington eases rules on medical sales to Iran,Los Angeles Times,"Restrictions, Medical supplies, Sanctions, Muslims, International relations-US -- Iran, Foreign policy, News media, Propaganda"
374,,"Aug 25, 2012",Main News; Part A; Letters Desk,1245," There is no proof that their ideas -- merit pay, value-added assessment, reduced seniority rights and charter schools -- will actually improve educational outcomes if only the ""big bad union"" were cut down to size. Brad Jones, Santa Monica The writer has taught in the Los Angeles Unified School District for 29 years. :: The Times exposes the CTA as an overbearing special interest group working counter to the interests of students.",Union power,Los Angeles Times,"Students, Casinos, Education, School districts, No Child Left Behind Act 2001-US"
375,"McMANUS, DOYLE","Jul 22, 2012",Main News; Part A; Editorial Desk,836," The biggest issue on Americans' minds is the economy and which presidential candidate could better help it grow. Even Obama hasn't denounced U.S. companies such as Apple that do their manufacturing overseas; instead, he's praised them for creating high-end design and engineering jobs in the U.S. The best response to offshoring is to promote policies to create better jobs at home and train workers to do them.",The candidates play gotcha,Los Angeles Times,"Corporate taxes, Political campaigns, Presidential elections, Candidates, Business government relations, Economic policy, Manufacturing"
376,"McMANUS, DOYLE","Aug 23, 2012",Main News; Part A; Editorial Desk,869," In the House of Representatives, Cook projects that Democrats could gain as many as eight seats, but that's far short of the 25 they need to take control away from Speaker John A. Boehner (R-Ohio). When the Pew Research Center asked voters this year if they wanted ""political leaders who are willing to make compromises in order to get the job done,"" a whopping 80% said yes -- including 68% of Republicans.",The political forecast? Grim,Los Angeles Times,"Presidential elections, Negative campaigning, Election results"
377,"Semuels, Alana","Sep 5, 2012",Special Section; Part U; National Desk,749," [...]the speech by Julian Castro, the mayor of San Antonio and the first Latino to give a keynote address at a Democratic National Convention, was just as much in the spotlight Tuesday night as the one that helped launch Obama's national career.","ELECTION 2012 / THE DEMOCRATIC NATIONAL CONVENTION; Latino mayor gets spotlight; Keynote speaker Julian Castro shares traits with Obama, but he is his own man.",Los Angeles Times,"Presidential elections, Speakers, Political conventions"
378,"Lieberthal, Kenneth; O'Hanlon, Michael","Jul 3, 2012",Main News; Part A; Editorial Desk,784, [...]a chronic economic decline would undercut what has been 70 years of strong national political consensus in favor of an activist and engaged American foreign policy.,The real national security threat,Los Angeles Times,"Deficit financing, National security, Foreign policy -- United States--US, Presidential elections, Gross Domestic Product--GDP, Budget deficits, National debt"
379,"Hennessey, Kathleen; Reston, Maeve","Sep 3, 2012",LATExtra; Part AA; National Desk,723," (Obama's weather prediction may be a safer bet than his political one; it was about 28 degrees for his big day, the coldest inauguration since Ronald Reagan's second, according to the National Weather Service.) The president was in Boulder for his fourth college town rally in a week, part of an effort by the campaign to encourage new young voter registrations as students return to school.",Romney takes a break; Obama courts students; Rivals set different courses ahead of this week's Democratic National Convention.,Los Angeles Times,"Presidential elections, Political campaigns, Political conventions"
380,,"Oct 16, 2012",Main News; Part A; Editorial Desk,507," At a congressional hearing last week, Eric Nordstrom, the State Department's former regional security officer in Libya, criticized his superiors for ignoring his concerns about the growing risk of armed militias and extremist groups in Benghazi.",Benghazi as political football,Los Angeles Times,"Diplomatic & consular services, Terrorism, Editorials -- Libya"
381,"Knight, Christopher","Jul 9, 2012",Calendar; Part D; Entertainment Desk,1173,,"CRITIC'S NOTEBOOK; MOCA and the corporate style; Museum officials may think changing the art program will fix the business plan, but they're wrong.",Los Angeles Times,"Business plans, Firings, Curators, Art galleries & museums"
382,"Savage, David G","Jun 30, 2012",Main News; Part A; National Desk,556," The oral arguments focused on the meaning of the Constitution's commerce clause, and the court's conservative majority peppered Verrilli with skeptical questions on that topic.",A winning argument; The solicitor general's overlooked defense of the insurance mandate as a tax proved to be crucial.,Los Angeles Times,"Litigation, Supreme Court decisions, Interstate commerce, Constitutional law, Patient Protection & Affordable Care Act 2010-US, Legal arguments"
383,"Mehta, Seema","Sep 20, 2012",LATExtra; Part AA; National Desk,754," ""Because this is the party of opportunity and hope.",CAMPAIGN 2012; Romney says he would fix immigration; The Republican tells a Latino audience that he would find a bipartisan solution.,Los Angeles Times,"Immigration policy, Political campaigns, Presidential elections, Hispanic Americans, Primaries & caucuses, Aliens"
384,,"Sep 22, 2012",Main News; Part A; Letters Desk,1198," [...]although the government might properly stop a broadcast of the film within earshot of an Islamist rally for fear of imminent violence, I think it would offend our elegant history of allowing the expression of all points of view -- even the most vile -- if the government were to demand removal of this video from a public forum because its ugly content has the potential to incite irrational behavior half a world away. Obama does not work to make it happen because he refuses to hold Israel accountable for its violations of international law and human rights by expanding settlements and dispossessing Palestinians.",Fanning a flame,Los Angeles Times,"Violence, Theater, Peace negotiations"
385,"Simon, Richard","Oct 22, 2012",LATExtra; Part AA; National Desk,1161," Feinstein took up the cause because she fears a 2008 California voter-approved initiative requiring chicken farmers to give egg-laying birds room to stand and spread their wings -- and similar legislation in other states -- would create a patchwork of rules and hurt interstate commerce in the egg market. Feinstein has worked with Republicans -- despite differences over issues such as abortion, gun control and same-sex marriage -- to pass tougher vehicle fuel-economy rules and legislation targeting meth labs. Yet she has drawn criticism for her support of the economic stimulus, the healthcare overhaul law in 2010 and the 2008 Wall Street bailout.","ELECTION 2012; She's still front and centrist; Favored to win a new Senate term, Feinstein says she'll keep trying to build bridges.",Los Angeles Times,"Political parties, Political campaigns, Joint replacement surgery, Interstate commerce, Congressional elections -- California"
386,"Miller, Aaron David","Jul 13, 2012",Main News; Part A; Editorial Desk,835, [...]the Israel problem. [...]the Egyptians-hate-our-policy problem.,"The Egyptian mess; Forget solutions; the fact is, U.S.-Egypt relations are in for some tough times.",Los Angeles Times,"International relations-US -- Egypt, Governmental reform, Military aid, Democracy, Armed forces"
387,"Lauter, David","Nov 4, 2012",Main News; Part A; National Desk,672," The early vote amounted to 56% of the registered voters in the state. Since not all registered voters will cast a ballot, the numbers suggest that somewhere around two-thirds of the Nevada vote has already been cast.",Campaigns disagree over early results,Los Angeles Times,"Presidential elections, Polls & surveys, Political parties, Voter behavior, Election results"
388,"Verrier, Richard","Aug 15, 2012",Business; Part B; Business Desk,802," ""Any time you're looking for a school, this is always on the list to shoot,"" said Darrin Cummings, key assistant location manager for ""Arrested Development,"" the Fox TV series that has been revived after several years and will be distributed by Netflix.",COMPANY TOWN; ON LOCATION; Occidental College makes the grade with filmmakers; The campus' look and proximity mean it's a popular shooting choice for Hollywood.,Los Angeles Times,"Motion picture directors & producers, College campuses, Television programs, Colleges & universities"
389,"Gold, Matea","Oct 16, 2012",LATExtra; Part AA; National Desk,457," Republican presidential challenger Mitt Romney saw a surge of donations in September, bringing in $170 million, a major cash infusion that will help pay for a deluge of advertising in the final weeks of the White House contest.","CAMPAIGN 2012; SURGE SEEN IN ROMNEY MONEY; He raised $170 million in September, nearly matching Obama. And October is looking to be even better.",Los Angeles Times,"Presidential elections, Political campaigns, Political finance, Political advertising"
390,,"Aug 16, 2012",LATExtra; Part AA; News Desk,130,,LATE BRIEFING; ARIZONA; U.S. immigrant effort countered,Los Angeles Times,
391,"Reston, Maeve; Mehta, Seema","Nov 6, 2012",Main News; Part A; National Desk,809," Though the polls are tight in many swing states and in a dead heat nationally, Romney is still facing difficult odds in getting to the 270 electoral votes he would need to win the White House.","ELECTION 2012; Romney's campaign remains upbeat; The Republican dashes to five final rallies in four states, sounding undaunted by difficult odds.",Los Angeles Times,"Presidential elections, Political campaigns"
392,"Horn, John","Nov 4, 2012",Sunday Calendar; Part E; Calendar Desk,1410," In early 2010, Lapine had conceived and directed the ""Sondheim on Sondheim"" revue on Broadway, where he previously had staged ""The 25th Annual Putnam County Spelling Bee,"" ""Into the Woods,"" ""Passion"" and ""Sunday in the Park With George.""",THEATER; Ridding 'Annie' of dust and sentimentality,Los Angeles Times,"Theater -- Annie, Musical theater"
393,"Levey, Noam N","Jul 26, 2012",Main News; Part A; National Desk,553," Researchers at the Harvard School of Public Health, who compared states that voluntarily expanded their Medicaid programs over the last decade with neighboring states that did not, found mortality rates were more than 6% lower in states with more generous coverage.","Medicaid may help people live longer, study says",Los Angeles Times,"Quality of life, Social research, Health care, Medicaid, Poverty, Mortality"
394,"Hamilton, Walter","Oct 3, 2012",Main News; Part A; Business Desk,1156," Of the dozen or so swing states in this year's presidential election, half have jobless rates below the national average, including the battlegrounds of Ohio and Virginia. The swing-state performance is likely to be a recurrent theme in Wednesday's presidential debate, which will focus heavily on economic issues.",CAMPAIGN 2012; Swing states looking up; Many are better off. But will that matter to voters?,Los Angeles Times,"Unemployment, Political campaigns, Voter behavior, Presidential elections, Economic conditions, Candidates, Manufacturing"
395,"Kleinbard, Edward D","Sep 7, 2012",Main News; Part A; Editorial Desk,816," U.S. corporate tax revenues are eroded as American firms report a disproportionate share of their worldwide income in offshore tax havens, and foreign multinationals employ similar strategies to reduce U.S. tax on their investments in the United States.",Tax planning? Or tax cheating?; Laws that encourage corporate tax havens are bad for America.,Los Angeles Times,"Multinational corporations, Tax avoidance, Corporate taxes, Foreign subsidiaries, Foreign operations of US corporations, Tax revenues, Tax rates, Internal Revenue Code, Tax havens, Tax planning"
396,,"Sep 18, 2012",Main News; Part A; Letters Desk,1198," Occupy's outcome Re ""At 1 year, Occupy's effect is still hard to gauge,"" Sept. 15 It is unrealistic to expect that the Occupy movement could achieve a ""broad tangible result"" in one year against a deeply entrenched and utterly corrupt political system.",Religious conflict,Los Angeles Times,"Riots, Photographs, Violence, Muslims"
397,"Bresnahan, Mike","Aug 7, 2012",Special Section; Part V; Sports Desk,549," The U.S. men's basketball team keeps calling the Olympics a global game, espousing the importance of befriending opposing countries as much as possible.","LONDON 2012; MEN'S BASKETBALL; UNITED STATES 126, ARGENTINA 97; Hit on Anthony causes tempers to flare; The U.S. forward is punched in the groin by Argentina's point guard while shooting.",Los Angeles Times,"Apologies, Olympic games, Basketball, Athletes"
398,"Richter, Paul","Oct 16, 2012",Main News; Part A; Foreign Desk,441," After GOP presidential nominee Mitt Romney accused Biden the next day of hiding the truth, administration officials clarified that the request was handled by mid-level officials at the State Department, not the White House.",Clinton says any fault lies with her on Libya attack,Los Angeles Times,"Diplomatic & consular services, Terrorism, Casualties"
399,Erin Aubry Kaplan,"Aug 8, 2012",Main News; Part A; Editorial Desk,803, The revelation raises issues that are bound to make Americans of all political stripes uneasy.,The slave link,Los Angeles Times,"Slavery, American history, Genealogy, Racism"
400,,"Jul 10, 2012",LATExtra; Part AA; News Desk,122,,LATE BRIEFING; TEXAS; Perry defiant on healthcare law,Los Angeles Times,
401,"Landsberg, Mitchell","Oct 26, 2012",Main News; Part A; National Desk,1132," A vast effort has gone into selling Romney to conservative evangelicals, led in part by Marx and his boss, Faith and Freedom founder Ralph Reed, and by such figures as Jim Daly, president of Focus on the Family, and DeMoss, an evangelical publicist who has served as an unofficial liaison between Romney and the evangelical community since before the 2008 presidential campaign.","CAMPAIGN 2012; Evangelicals get behind Romney; The conservative voters, buoyed by a big outreach effort, overcome concerns about his faith.",Los Angeles Times,"Mormonism, Presidential elections, Polls & surveys, Candidates, Voter behavior"
402,"Richter, Paul","Oct 25, 2012",Main News; Part A; National Desk,802," Polls show that after a decade of two wars and a brutal recession, most Americans have grown deeply skeptical of the benefits of the global leadership role that the president and the Republican challenger, backed by the foreign policy establishment, insist is the nation's wisest course and destiny.",Americans turning toward isolationism,Los Angeles Times,"Public opinion surveys, Democracy, Foreign policy -- United States--US, Presidential elections, Leadership, Armed forces"
403,"Lauter, David","Sep 30, 2012",Main News; Part A; National Desk,1235," Listening to them and others like them helps explain the shift in polls toward Obama since the Democratic convention and illustrates the magnitude of the task that lies before Romney as he tries to catch up in an increasingly challenging race. In an effort to explore the sentiments behind the poll numbers as Romney approaches the first of three presidential debates, Los Angeles Times reporters over the last week interviewed four dozen voters who in mid-August had told pollsters for The Times and USC's Annenberg School for Communication and Journalism that they were undecided or only weakly committed to their candidates.",CAMPAIGN 2012; Romney coming up short with undecided,Los Angeles Times,"Presidential elections, Polls & surveys, Political campaigns, Voter behavior"
404,"Villarreal, Yvonne","Oct 5, 2012",Calendar; Part D; Entertainment Desk,81,,QUICK TAKES; Wake up to Ann Romney,Los Angeles Times,
405,"Romney, Lee","Sep 27, 2012",LATExtra; Part AA; Metro Desk,555," Officials at City College of San Francisco will unveil a tough blueprint for survival Thursday that will include an increased focus on moving students through the two-year school, a more centralized approach to finances and closing campuses.",S.F. college prepares plan for survival,Los Angeles Times,"Planning, Community colleges"
406,,"Sep 24, 2012",Main News; Part A; Editorial Desk,72,,For the record,Los Angeles Times,
407,"Cherwa, John","Aug 8, 2012",Special Section; Part V; Sports Desk,680," The U.S. men did not qualify to play in the Olympic tournament. Ebeling was aboard Rafalca, a horse co-owned by Ann Romney, wife of presumptive Republican presidential nominee Mitt Romney.",LONDON 2012: THE SUMMER OLYMPICS; ROUNDUP; Mexico is in soccer final,Los Angeles Times,"Olympic games, Soccer, Athletes"
408,"Bradner, Liesl","Aug 19, 2012",Sunday Calendar; Part E; Calendar Desk,575," The Paris-born Mouly studied architecture at Ecole nationale superieure des Beaux-Arts, worked for Marvel Comics and created Raw magazine with Spiegelman before joining the New Yorker in 1993 when Tina Brown was seeking to invigorate the magazine with new artists. ""Because we have a reputation for being a serious magazine, it's our duty to use humor to tackle serious subjects,"" she said.",GRAPHIC ARTS; Uncovered,Los Angeles Times,"Art, Magazines, Nonfiction, Books -- Blown Covers: New Yorker Covers You Were Never Meant to See"
409,,"Oct 12, 2012",Main News; Part A; Letters Desk,1169,,LETTERS; Cycling's stain,Los Angeles Times,
410,"Nelson, Valerie J","Oct 1, 2012",LATExtra; Part AA; Metro Desk,735,,"OBITUARIES; JENNIFER JAFF, 1957 - 2012; Advocate for people with chronic illnesses",Los Angeles Times,
411,"Willman, David","Jul 20, 2012",Main News; Part A; National Desk,712," In letters issued Thursday and last week, the leaders said their questions were prompted by a July 8 Los Angeles Times article that identified repeated shortcomings in BioWatch's performance, including dozens of false alarms that signaled apparent terrorist attacks when none had occurred.",THE NATION; Lawmakers call for answers on BioWatch; Party leaders react to an article on problems with the terrorism detection system.,Los Angeles Times,"Committees, National security, Biological & chemical terrorism, Government documents, Congressional investigations, False alarms, Terrorism"
412,"Daum, Meghan","Jul 12, 2012",Main News; Part A; Editorial Desk,738," Is the Republican Party turning into an angry bachelor who chooses the wrong girl, gets burned and, rather than trying to love again, just writes off the whole gender?",The Palin hangover,Los Angeles Times,"Presidential elections, Political campaigns, Candidates, Women"
413,"Lauter, David","Sep 5, 2012",Special Section; Part U; National Desk,858," [...]to get those voters to show up at the polls and cast ballots for Obama, the Democratic campaign needs to convince them that the president's policies have begun to improve their lives and that he will do more for them if he gets another four years in the Oval Office. [...]First Lady Michelle Obama linked the health law to the longtime Democratic themes of birth control and abortion rights. Obama's moves to make college education more affordable by expanding the Pell grant program and reducing interest rates on student loans similarly could win over both groups.\n","ELECTION 2012 / THE DEMOCRATIC NATIONAL CONVENTION; NEWS ANALYSIS; Two parties, two sets of tactics; The conventions showcase different strategies in appealing to key voter blocs.",Los Angeles Times,"First ladies, Success, Voter behavior, Presidential elections, Womens health, Political conventions"
414,"Li, Shan","Aug 31, 2012",Business; Part B; Business Desk,881," Despite a healthy August, ""the economic factors will continue to indicate a tough season going right into the holiday season,"" said Daniel Farmer, a principal in the retail practice at consulting firm A. T. Kearney Inc. ""If those factors hit consumer pocketbooks, you might see a bit of a pullback on spending."" After kids and parents polish off their back-to-school shopping lists, retail analysts predict a lull in spending until close to Thanksgiving, In a survey last week of 2,000 consumers, 61% of shoppers said their spending and confidence in the economy was pegged to the November presidential election, said Britt Beemer, chief executive of America's Research Group.","RETAIL; Big chains get a back-to-school revenue boost; Stores report a 3.6% sales increase in August, helped by strong promotions",Los Angeles Times,"Retailing industry, Shopping, Consumer spending, Retail sales"
415,"Horsey, David","Oct 19, 2012",,," A David Horsey editorial cartoon implies that ""right wing internet scare stories"" about the character and policies of Pres. Barack Obama come from sewer-trolling journalistic rats who invent false and malicious information.",Editorial cartoon,Los Angeles Times,"Presidents, News media, Conservatism, Editorial cartoons -- Journalistic ethics, Journalistic ethics"
416,"Mehta, Seema","Oct 30, 2012",Main News; Part A; National Desk,654," Obama and independent analysts say it was necessary to offer federal loans to the companies to get them through bankruptcy because at the time banks were no longer lending to struggling industries. (Because credit was frozen, Obama's predecessor, George W. Bush, gave GM and Chrysler a bridge loan in December 2008.)",CAMPAIGN 2012; Romney ad blasts Obama on auto industry; The GOP campaign accuses the president of helping to send jobs to China. 'Have they no shame?' Biden says.,Los Angeles Times,"Automobile industry, Negative campaigning, Bailouts, Political campaigns, Presidential elections, Political advertising"
417,"Fleishman, Jeffrey","Jul 15, 2012",Main News; Part A; Foreign Desk,879," Clinton's talks with Morsi signaled a historic shift from the days when U.S. diplomats visited President Hosni Mubarak, a stalwart American partner on countering terrorism and preserving Egypt's peace treaty with Israel.","THE WORLD; Seeking a new start with old ally; In Cairo, Secretary of State Clinton strives for a delicate balance as the U.S. recalibrates its Egypt policy.",Los Angeles Times,"Foreign policy, Treaties, Peace, Democracy, International relations-US -- Egypt"
418,"Morrison, Patt","Sep 26, 2012",Main News; Part A; Editorial Desk,1372," The violent protests may hark back to pure politics or ideology, which may include manipulation [by] groups or movements trying to settle scores with ""ruling elites"" in the Muslim world or the West. [...]three years ago we didn't have an office in Tunisia; it was shut down.",PATT MORRISON ASKS | ABDERRAHIM FOUKARA; The translator,Los Angeles Times,"Foreign policy, Journalism, Muslims, Freedom of speech, War"
419,"Richter, Paul","Oct 19, 2012",Main News; Part A; Foreign Desk,462," The Obama administration has argued that international economic sanctions combined with diplomacy can persuade Iran to give up its nuclear ambitions, and it says there's still time before policymakers need to decide whether to launch airstrikes or other military action against Iranian nuclear facilities.",THE WORLD; More in U.S. say be 'firm' on Iran; Poll shows a growing unease with the threat of Tehran developing nuclear weapons.,Los Angeles Times,"Military withdrawals, Nuclear weapons, International relations-US -- Iran, Public opinion surveys"
420,"Parsons, Christi; Hennessey, Kathleen; Lauter, David","Sep 9, 2012",Main News; Part A; National Desk,1069, Campaign finance The Supreme Court has said the Constitution's protections for free speech do not allow the government to limit how much wealthy individuals or interest groups can spend to promote a candidate or idea. [...]he would face intense pressure to make a stronger effort to pass legislation in a second term than he did in the first.,"CAMPAIGN 2012; What to expect if Obama wins again; Trying to raise tax rates on those making more than $250,000 would be a priority. Iran, immigration and healthcare are other weighty issues.",Los Angeles Times,"Presidential elections, Political campaigns, Political conventions"
421,,"Jul 11, 2012",Main News; Part A; Editorial Desk,504, The looming end of the Bush tax cuts coincides with the expiration of other temporary tax breaks and the imposition of broad new spending cuts called for by last year's deal to raise the debt ceiling.,Tax cut season; Obama's proposal to rescind Bush-era breaks for the wealthy is political but also the best option.,Los Angeles Times,"Legislators, Tax cuts, Presidential elections, Recessions, Editorials -- Tax cuts, Fiscal policy"
422,"Lauter, David","Sep 15, 2012",Main News; Part A; National Desk,924," Mitt Romney's budget plan would significantly raise income taxes for many families making between $100,000 and $200,000, analyses by leading Republican economists cited by the Romney campaign show. In an article first published in the Wall Street Journal last month and expanded on later, Feldstein said that ""it is feasible to combine tax cuts and base broadening as Gov. Romney suggests without raising the budget deficit or imposing any middle-class tax increase.""","CAMPAIGN 2012; Romney plan ups taxes on many; His proposal would require eliminating all deductions and credits for households making more than $100,000.",Los Angeles Times,"Presidential elections, Political campaigns, Fiscal policy"
423,"Dubler, Ariela R","Oct 21, 2012",Main News; Part A; Editorial Desk,767," [...]a little old-fashioned affirmative action (that is, faced with too few female applicants and a desire for women in the workplace, he put together binders of female candidates and considered them separately) and, second, flex-time policies that allowed mothers to work and still get home to be with their children.",Balancing act,Los Angeles Times,"Gender differences, Work life balance, Debates, Families & family life, Women"
424,"Dilanian, Ken; Bengali, Shashank","Oct 20, 2012",Main News; Part A; Foreign Desk,1070," The assault on the U.S. diplomatic mission in Benghazi last month appears to have been an opportunistic attack rather than a long-planned operation, and intelligence agencies have found no evidence that it was ordered by Al Qaeda, according to U.S. officials and witnesses interviewed in Libya. The administration believes it has the right under international law to use lethal force against Al Qaeda operatives who kill Americans, but that case would be harder to make against members of a Libyan militia.",U.S. can't link Libya attack to Al Qaeda,Los Angeles Times,"Terrorism, Intelligence gathering"
425,"Elliott, Helene","Aug 3, 2012",Special Section; Part V; Sports Desk,678," Dressage is one of those quaint, slightly baffling Summer Olympic sports that somehow survive alongside noisy newcomers like beach volleyball and BMX cycling.","LONDON 2012: THE SUMMER OLYMPICS; Dressage, Rafalca make best of Colbert focus",Los Angeles Times,"Horse sports, Olympic games, Athletes"
426,"Gold, Matea; Hennessey, Kathleen; Rainey, James; Semuels, Alana; Abcarian, Robin","Sep 6, 2012",Special Section; Part U; National Desk,516," The Obama campaign is working to accommodate the 65,000 people who will be unable to attend President Obama's speech Thursday night after convention officials canceled plans to hold it in a large outdoor stadium, Democratic National Committee Chairwoman Debbie Wasserman Schultz said.",ELECTION 2012 / THE DEMOCRATIC NATIONAL CONVENTION; POLITICAL BRIEFING; Officials adjust after site change,Los Angeles Times,"First ladies, Political conventions, Coaches & managers"
427,"Chemerinsky, Erwin","Oct 30, 2012",Main News; Part A; Editorial Desk,764," There surely would be a majority to allow marriage equality for gays and lesbians, though this may already exist if Kennedy is willing to join the four liberal justices in finding such a right.","Supreme importance; If Mitt Romney has a chance to appoint new justices, we can expect a frighteningly conservative high court.",Los Angeles Times,"Presidential elections, Political campaigns, Judiciary"
428,"Mascaro, Lisa; Hennessey, Kathleen; Reston, Maeve","Sep 22, 2012",LATExtra; Part AA; National Desk,713," Just five minutes into his talk at the gathering of the powerful 50-and- older lobby, Mitt Romney's running mate -- the architect of the Republican proposal to change Medicare for the next generation of seniors -- was repeatedly interrupted as he criticized President Obama's healthcare law.",CAMPAIGN 2012; Ryan runs into trouble with AARP; Romney's ticket mate is booed repeatedly as he talks about plans to repeal 'Obamacare.',Los Angeles Times,"Presidential elections, Patient Protection & Affordable Care Act 2010-US, Political campaigns, Medicare, Conventions"
429,,"Jul 3, 2012",Main News; Part A; National Desk,33,,"THE NATION; Romney R &amp; R; [ PHOTO: Mitt Romney and his wife, Ann, spend time at Lake... ]",Los Angeles Times,
430,"Boucher, Geoff","Sep 16, 2012",Sunday Calendar; Part D; Calendar Desk,1816," The Chicago native has been the good soldier at Eastwood's side since coming on as an assistant director on the ""Bridges of Madison of County,"" and although he received two Oscar nominations as Eastwood's producer (""Mystic River"" and ""Letters From Iwo Jima"" were both up for best picture), this new project is a special moment -- ""Curve"" is his feature-film directorial debut.",It's one curveball after another; The nation gets a taste of Clint Eastwood's maverick spirit -- now it's on to the cineplex.,Los Angeles Times,"Political conventions, Speeches, Motion picture directors & producers, Motion pictures -- Trouble With the Curve"
431,"Memoli, Michael A; Hennessey, Kathleen","Sep 18, 2012",Main News; Part A; National Desk,694," Sensitive to the possible impression that the president was shirking his duties for the campaign trail, the White House released a steady string of updates on his calls with foreign leaders.",CAMPAIGN 2012; A complication for Obama; Anti-American unrest across the Islamic world makes it harder to set the right tone on the campaign trail.,Los Angeles Times,"Anti-Americanism, Presidential elections, Political campaigns, Demonstrations & protests"
432,,"Jul 17, 2012",Main News; Part A; Letters Desk,1166,,Bashing Bain,Los Angeles Times,
433,"Plaschke, Bill","Jul 26, 2012",Sports; Part C; Sports Desk,847," Why can't the International Olympic Committee just give them that one minute? ""Jacques Rogge, you have let terror win today,"" said Illana Romano, the widow of slain Israeli weightlifter Yossef Romano. Rogge is president of an International Olympic Committee that steadfastly has refused to allow the memory of the massacred Munich 11 to be part of the opening ceremony.",2012 LONDON OLYMPICS :: 1 DAYS TO SUMMER GAMES; No minute for Munich?,Los Angeles Times,"Memorial services, Terrorism, Massacres, Rites & ceremonies, Olympic games"
434,"Lopez, Steve","Sep 12, 2012",Main News; Part A; Metro Desk,998," ""Arthur Laffer made a mistake in terms of his economic analysis,"" Thornberg said of Ronald Reagan's supply-side, trickle-down guru, ""and it cost this country hundreds of billions of dollars -- a debt we're still paying off.",A dance of hollow promises; Presidential candidates offer few specifics about fixing economy,Los Angeles Times,"Tax cuts, Political campaigns, Presidential elections, Gross Domestic Product--GDP, Economic growth, Wage & price controls, Economic policy"
