,author,date,section,word_count,abstract,headline,source
1894,Anonymous,"May 30, 2011",Opinion,560,"We're cutting out early educational programs, yet you think we should let you red-shirt your child so they can hang out in high school an extra year and play sports against younger kids? Does that mean they're better, or bullies? Get them a membership to a gym and don't think the taxpayer should raise them. If they were good enough to play college sports and go to the pros, they wouldn't need red-shirted to get better. Seems to be the parents' issue, not the child's.",Sound Off 5/30/11,The News - Item
1895,"McConnell, Steve","Jun 13, 2011",News,552,"Her past two weeks have indeed been a whirlwind: appearances on ""Fox News,"" CNN, ""Live! With Regis & Kelly,"" and even a bit of spelling-bee comedy on late-night TV on ""Jimmy Kimmel Live.""",Outpouring Of Support For Local Spelling Bee Champ,The Times - Tribune
1896,,"Aug 7, 2012",Opinion,376,"I am sure it's very hard to have a full-time job and also be a code enforcement officer, especially in a borough you don't even live in, but this town needs to be cleaned up. There are cars with expired stickers, weeds are waist high, campers parked in yards, pools going up without a permit. There are still people in the borough who take care of their property and respect the codes. I'm just asking to please do your job. It is a paid position although that seems to be the norm around here for paid workers.","Thunder/Enlightning, Aug. 7, 2012",Republican & Herald
1897,"Brasch, Walter","Sep 27, 2012",News,917,"Walter Brasch and his wife, Rosemary, were editors of The Oasis, a newspaper sponsored by the Red Cross for families of combat troops. Walter Brasch's latest book is ""Before the First Snow: Stories from the Revolution.""",Republicans Lie About 'Support Our Troops',Standard - Speaker
1898,SARAH HOFIUS HALL,"Oct 12, 2011",News,237,"Meanwhile, municipalities will soon learn how to apply for federal money, after Saturday's disaster declaration for public assistance by President Barack Obama. Luzerne, Susquehanna and Wyoming counties are now eligible for federal money to fix roads and bridges damaged by Tropical Storm Lee.","FEMA Numbers For Oct. 11, 2011; Residents Continue To Apply For Flood Aid",The Times - Tribune
1899,,"Oct 17, 2012",Opinion,212,"While the EU has established formal ties and complex webs of interaction that contribute to the peace, the continent hardly is a web of tranquility. Broad economic disparity and financial problems continue to generate great civil unrest in Greece, Portugal, Spain and Ireland as residents recoil from the new era of austerity mandated by the EU's central players.","Peace Prize For EU, Really?",Republican & Herald
1900,,"May 3, 2012",News,276,"U.S. Representative, 11th District, Democrat - Gene Stilp, 1,713, and Bill Vinsko, 1,312; Republican - Lou Barletta, 3,648.",Final Vote Tally Listed,The News - Item
1901,,"Aug 17, 2012",Opinion,1093,"Editor: The Democrats keep insisting that those making over $200,000 need to pay their ""fair share"" of income tax. About 60 percent of the people earning between $250,000 and $1 million are small- to medium-business owners.",Letters To The Editor - 8/17/2012,The Times - Tribune
1902,"DuPuis, Roger","Dec 1, 2011",News,441,"In honor of the anniversary, many proclamations were read marking Wednesday as Charles J. Van DePoele Day, in honor of the Belgian-born inventor contracted to launch the city's pioneer electric line by local entrepreneur E.B. Sturges, owner and operator of the Scranton Suburban Railway Co.",Ceremony Marks 125th Anniversary Of Scranton's First Electric Trolley Line,The Times - Tribune
1903,"KRAWCZENIUK, BORYS","Apr 07, 2011",News,429,"""I give him credit for finally bringing to the table the issues that everyone was afraid to bring and talk about,"" Mr. [Lou Barletta], R-11, Hazleton, said. ""And that was the entitlement programs. We have argued over discretionary spending, but the truth is if we cut all of the discretionary spending here, including the Department of Defense, we still would not come close to getting this country out of debt. The problem is this open-checkbook entitlement programs, Medicare, Medicaid and Social Security.""","Barletta, Marino Praise House GOP Budget Plan",The Times - Tribune
1904,"Gilger, Mark, Jr","Sep 8, 2012",News,763,"""It's been a little harder on us financially as well,"" Eckley said. ""Whole grains are more expensive and all milk is skim milk.""",Pottsville Area School District Adheres To New USDA Regulations For School Lunches,Republican & Herald
1905,"Strawser, Justin","May 11, 2011",News,1150,"""We're faced with many challenges,"" he said. ""We need to band together to make the right decisions.""",Shamokin Area Candidates Attend Forum,The News - Item
1906,,"Dec 11, 2011",Opinion,744,"Editor: I am irritated at the religious debate that has erupted in the Republican presidential field. One of Texas Gov. Rick Perry's supporters declared Mitt Romney's Mormon faith to be a ""cult,"" initiating the inevitable ""correct conservative Christian God versus incorrect conservative Christian God"" debate.",Letters To The Editor - 12/12/2011,The Times - Tribune
1907,,"Apr 7, 2012",Opinion,669,Mr. Argall tackled a hot local issue last week by getting his bill to limit spot appeals of property tax assessments out of the Finance Committee and introducing his own bill to eliminate property taxes. -,Robert Swift: Capitol Matters: 'Soft' Power Can Pack A Hard Punch,The Daily Review
1908,,"Sep 20, 2012",Opinion,666,"From the U.S. Energy Information Administration: Gas when Bush was sworn in, $1.85; [Obama], $1.84. Adjusting for inflation, seven months into each term: Bush, $2.52; Obama, $2.53. Two years in? Bush, $2.76; Obama, $2.71. How about three years? Now we're talking - $3.27, and exactly the same for both. So, let's stop the nonsense and bicker about something else.","Sound Off: Thursday, September 20, 2012",The News - Item
1909,"Galski, Sam","Jul 2, 2012",News,468,"""By using prosecutorial discretion, the president is actually ordering federal immigration officers to break the law by not enforcing the law,"" Mr. Barletta said. ""The 1996 law is very specific that federal immigration officials must enforce the immigration laws and it is not their discretion whether they can or cannot.""",Barletta Calling For Investigative Hearings On Immigration Directive,The Times - Tribune
1910,"Allabaugh, Denise","Feb 19, 2011",News,746,"""They (the Cooks) have been so supportive of Plains, Ga., and they've been coming here for years,"" Ms. [Ruth Sanders] said. ""An auction is what we normally do as our largest fundraiser. They (the Cooks) have really taken it to a level that we never had a clue that it could go to. President and Mrs. [Jimmy Carter] are extremely appreciative. They love Plains, Ga., and they love anyone who is willing and wants to help Plains be better and better, and the Cooks have certainly done that.""",Former President Headed To Plains Twp.,The Times - Tribune
1911,"Collins, Donnie","May 9, 2012",Sports,786,"""I feel OK about where we're at,"" O'[Brien] said. ""But we do have a long way to go. We're behind in certain areas. We have a good group of kids who are going to be working really hard at it this summer, and that's important. I don't know if I would ever be satisfied. I wish we were further along though.""",Penn State's O'Brien Brings Caravan To Dickson City,The Times - Tribune
1912,SARAH HOFIUS HALL,"Nov 2, 2011",News,338,"""He said he'll be there. I'm going to hold him to it,"" she said, laughing.","Scranton Teachers Union President Visits White House, Touts Jobs Bill",The Times - Tribune
1913,"KRAWCZENIUK, BORYS","Nov 27, 2011",News,738,"Mr. [Lance Stange Jr.] said Mr. Obama's re-election campaign is clearly ""having some difficulty, and Scranton always seems to be the nexus in Pennsylvania.""","Analysis: Obama Campaign Will Need Pa., Where Support Has Slipped Since '08",The Times - Tribune
1914,,"Sep 29, 2012",News,115,"WASHINGTON - Citing national security risks, President Barack Obama on Friday blocked a Chinese company from owning four wind farm projects in northern Oregon near a Navy base where the U.S. military flies unmanned drones and electronic-warfare...",Business Briefs,Citizens' Voice
1915,,"Nov 1, 2012",Opinion,382,"Have you heard presidential candidates President Barack Obama and former Gov. Mitt Romney have agreed on a plan to motivate voters? Free snow shovels! That's correct. Yes, free snow shovels for all voters. Just think! You could be the proud owner of a snow shovel autographed by the candidate of your choice. Doesn't snow where you vote? No problem. These shovels are designed to shovel just about anything. Currently both candidates have no details on how voters would obtain these shovels, how they would be paid for and where they were being manufactured. They assure a full disclosure after the election.","Thunder/Enlightning, Nov. 1, 2012",Republican & Herald
1916,,"Jun 6, 2012",News,600,"Around this time, in the media row in the back of the room, President Barack Obama's voice starts coming out of NBC reporter Michael Isikoff's MacBook Air (his desktop background image traces the history of the peacock logo. It's really cool). He quickly closes it and Obama's voice vanishes.",A Reporter's Look Inside The Courtroom,Standard - Speaker
1917,,"Sep 29, 2012",Opinion,986,"My personal choice would have been ""Pride"" as in pride in the Scranton/Wilkes-Barre area and ""Pride of the Yankees.""",Letters To The Editor 9/29/2012,The Times - Tribune
1918,,"Dec 11, 2011",Opinion,455,Let's hope the firing of Steve Reiner is the last time Vinny's ax will fall. Good luck to Rick Shoch and Steve Bridy.,Sound Off 12-12-11,The News - Item
1919,,"Aug 7, 2012",Opinion,973,"I enjoyed seeing the pictures of The Wizard of Oz in the paper about the production that is going to be going on in Mount Carmel. We saw Dorothy's pretty ruby slippers, how come we didn't see her pretty face? Frog's take: Click your heels three times and go see the show.","Sound Off: Tuesday August 7, 2012",The News - Item
1920,"Heaney, Caitlin","Jan 5, 2012",Arts-Living,1114,"""She's loving; she's also very focused for a young person,"" Alperin said. ""I think she's an example of taking some of the losses and difficulties that's she's experienced and just putting it all into giving back and, you know, just being a deep, caring person. And sometimes she just makes the best of everything.""",Area Woman Makes Name For Herself In Fashion World,Citizens' Voice
1921,,"Jun 10, 2012",News,248,"Health and Human Services Secretary Kathleen Sebelius emphasized that the effort is ""national"" rather than ""federal,"" in that it will combine public and private resources into a coordinated attack on Alzheimer's and related dementia. It deserves the broadest possible support along those same lines.",Fund Ways To Fight Alzheimer's,Citizens' Voice
1922,"Krawczeniuk, Borys","Nov 30, 2011",News,517,"""Scranton, you've got a great senator in Sen. Casey. I love Sen. Casey,"" Obama said to applause. ""So I want you to know, Casey is already on the program.""",Votes Keep Casey In Washington,Citizens' Voice
1923,,"Feb 23, 2012",News,455,"In an insert in parish bulletins that was also published in the Catholic Light, the U.S. bishops conference disputed the White House's assertion that religious organizations will not have to pay for contraceptives under the compromise, saying that the money will still come from objecting employers and employees ""since there is no other source"" of funds.",Bishop Bambera Urges Reversal Of Contraception Rule,Citizens' Voice
1924,"Jackson, Kent","Aug 16, 2012",News,998,"He asked attorneys' opinions on whether the Hazleton law provides due process to protect people falsely accused of violating the immigration law in Hazleton. Judge [Thomas Vanaskie], likewise, asked whether workers would be notified if the federal E-Verify program reported their unauthorized status to their employer. Hazleton's law encourages employers to check with E-Verify to determine if job applicants have legal status to work.",Lawyers Argue Hazleton's Immigration Law In 3rd Circuit Court Of Appeals,The Times - Tribune
1925,Anonymous,"Jun 18, 2011",News,470,"""Medflow understands the unique requirements of eye care and has invested heavily to make sure our system fulfills the promise of electronic health records,"" added Riggi. ""I encourage all physicians to evaluate EHR in terms of its ability to minimally impact workflow.""",Eye Center Of Central Pa. Earns National Recognition,The News - Item
1926,"Press, Assosicated","Jun 23, 2012",News,742,Actor Al Molinaro is 93. Comedian Jack Carter is 89. Actress Michele Lee is 70. Actor-director Georg Stanford Brown is 69. Rock musician Jeff Beck is 68. Singer Arthur Brown is 68. Rock singer Colin Blunstone (The Zombies) is 67. Musician Mick Fleetwood is 65. Actor Peter Weller is 65. Rock musician John Illsley (Dire Straits) is 63. Actress Nancy Allen is 62. Reggae singer Derrick Simpson (Black Uhuru) is 62. Actor Joe Penny is 56. Reggae singer Astro (UB40) is 55. Singer-musician Andy McCluskey (Orchestral Manoevres in the Dark) is 53. Rock singer Curt Smith is 51. Actress Danielle Spencer is 47. Actress Sherry Stringfield is 45. Singer Glenn Medeiros is 42. Actress-producer Mindy Kaling is 33. Actress Minka Kelly is 32. Actress Kaitlin Cullum is 26. Singer Solange Knowles is 26.,Today In History,Citizens' Voice
1927,,"Sep 16, 2012",Opinion,726,"Attempting to clarify, [Romney]'s foreign policy adviser, Rich Williamson, subsequently asserted that events would have been different under a President Romney. Perhaps, but might we use the same powers of extrapolation to infer that 9/11 wouldn't have occurred if George W. Bush hadn't been president?",Imbeciles Don't Need Any Help,The Times - Tribune
1928,"Jackson, Kent","Aug 16, 2012",News,788,"McKee asked the attorneys where to limit the power of cities and states regarding immigration, a field that the federal government historically controlled. Conflicts with federal law are among the arguments that led Judge James Munley of U.S. District Court in Scranton to strike down Hazleton's law in 2008 and for McKee's panel to uphold Munley's decision in 2010.",Appeals Court Weighs Legality Of Hazleton Immigration Law,Citizens' Voice
1929,"Cameron, Peter","Feb 20, 2012",News,528,"""They can do what they do well,"" he said. ""They can contact folks in Washington. Sometimes folks need a reminder.""",Casey: Repair Flood-damaged Levee System,Citizens' Voice
1930,,"Sep 4, 2012",Opinion,401,"Otherwise, Romney has his money and so he has his reward. Ryan has Ayn Rand's philosophy and so he has his reward. We should not elect them; and then our country will have its reward.",Letters To The Editor - 9/4/2012,The Times - Tribune
1931,,"Jun 19, 2012",Opinion,264,"Meanwhile, other forces have reshaped immigration. The Pew Research Center reported Tuesday that net migration from Mexico is at zero, and that Asian immigration was higher than Hispanic immigration, for the first time, in 2010, when 430,000 Asians and 370,000 Hispanics entered the country. Researchers attributed that to slow illegal immigration and increasing demand by U.S. companies for well-educated, highly skilled workers in technical fields.",Simple Matter Of Priorities,The Times - Tribune
1932,"Wellock, Bill","Nov 4, 2012",News,1069,"""We're not deluding ourselves. He's not going to win,"" Jasikoff said of Johnson's chances. ""The percentage changes everything.""",Third-party Supporters Face Tough Road,Standard - Speaker
1933,,"Oct 25, 2012",Opinion,146,"Their great grandfather left for Mexico because he did not want to obey our country's laws. Their father, Mitt [Romney], hides money in foreign lands. He is ashamed to show his tax returns.","Who Cares About Common Man, Romney Or Obama?",Citizens' Voice
1934,Anonymous,"Jun 22, 2011",Opinion,407,To Frackville about Obama's mission was to destroy America: I think that mission was already completed by George Bush. He's the only one that was able to bring down Osama bin Laden. I think he's doing a fine job so far.,Thunder/Enlightning 6-23-11,Republican & Herald
1935,"Post, Wendy","Sep 12, 2012",News,760,"[...]he noted, the New York State Daily Number, one year after the attacks, was 9-1-1.",Remembering 9/11,The Daily Review
1936,Anonymous,"Feb 15, 2011",Opinion,348,"Roving, warrantless wiretaps of virtually every form of electronic communication used by U.S. citizens, secret federal searches without warrants orknowledge of the resident; (2) blanket warrants for the search and seizure of all library records, without naming individual suspects or providing probable cause; (3) judicial warrants replaced with ""national security letters"" signed by unaccountable Obama Administration bureaucrats and gag orders for those served with these letters which make it illegal to tell anyone about it - including your spouse and your priest; (4) drastic expansion of the definition of ""domestic terrorism,"" which is sure to include gun owners; (5) expands asset seizure to permit the taking of assets...",Patriot Act Renewal An Assault On Bill Of Rights,Standard - Speaker
1937,"Buffer, Michael P","Sep 13, 2011",News,445,"The disaster declaration could allow for reimbursements on the public cleanup and repairs to public infrastructure, but it doesn't provide that type of assistance yet, Bekanich said. Municipalities should continue to compile public costs but no longer need to compile data on damage to private properties, Bekanich said.",Help On The Way,Citizens' Voice
1938,,"Oct 13, 2012",Opinion,488,"I would surmise that the administration thought that it had to instill certain dress requirements, even for dress down day, because people would wear unacceptable attire to school. If you don't like the dress down requirements, don't pay for dress down day.","Thunder/Enlightning, Oct. 13, 2012",Republican & Herald
1939,"MROZINSKI, JOSH","Feb 26, 2011",News,439,"""I would love to have him (Mr. Obama) come up to Scranton and be the grand marshal of our parade,"" Mr. Doherty said. ""If not him, I would love to have the vice president.""",Doherty To Toast St. Patrick With Obama,The Times - Tribune
1940,"G Terry Madonna; Young, Michael L","Oct 2, 2011",News,908,"Even if Republicans find a viable challenger, Casey won't remain a sitting duck for the inevitable attacks on Obama and his policies. Already he has begun to move away from the president on key foreign and domestic policy issues. In the months ahead, Casey will continue to demonstrate measured independence from the unpopular Obama.",Could Hostile National Environment Hurt Democrat Casey?,Standard - Speaker
1941,"KRAWCZENIUK, BORYS","Oct 19, 2011",News,816,"Mr. Mariani's confirmation drew praise even from a longtime legal adversary, attorney Robert Ufberg, who over the years has sparred with Mr. Mariani in labor matters. In one sense, Mr. Ufberg joked, he's happy Mr. Mariani was confirmed because he won't have to face him any more.","Conservatives Balk, But Senate OKs Mariani For Judgeship",The Times - Tribune
1942,,"Nov 25, 2011",News,693,"In New York City, an angry crowd demanded to know why police officers killed Sean Bell, an unarmed man, on the day of his wedding by firing dozens of shots that also wounded two of Bell's friends. President Barack Obama received 12 stitches in his upper lip after taking an errant elbow during a pickup basketball game with family and friends visiting for the Thanksgiving holiday.","Glancing Backward, 11/26/11",The Daily Review
1943,"Bortner, Peter E","Aug 9, 2011",News,658,"""There has definitely been a change in the debate that is constructive. At least now we are having a discussion,"" he said. ""We've created an environment ... that is having a chilling effect on business. I'm going to try to prevent some of the excessive and ridiculous regulations. I've got a to-do list that grows every day.""","In Pottsville, Sen. Toomey Says U.S. In Deep Economic Hole",Republican & Herald
1944,,"Jan 14, 2012",Opinion,1073,"Editor: Right away when there seems to be a money problem or a tax increase many people insist on blaming the unions. William Speare (Your Opinion, ""Repeal two laws, give cities control,"" Jan. 8) wants to blame all of Scranton's fiscal problems on Act 111 and Act 195.",Letters To The Editor - 1/15/2012,The Times - Tribune
1945,"Orlando, Anthony W","Jan 06, 2011",News,706,We would've been better off if we'd given them Aunt Mildred's speckled socks.,Why Congress Makes A Terrible Santa Claus,Standard - Speaker
1946,,"Oct 23, 2011",News,188,"""Thousands of teachers and law enforcement positions have been on the chopping block and Congress should pass what is a targeted bill to keep teachers in the classroom (and) cops on the street,"" [Bob Casey] said during an afternoon conference call with Senate Majority Leader Harry Reid, D-Nev., and Sen. Bob Menendez, D-N.J.",Sen. Casey Co-sponsors Bill Aimed At Job Creation,Standard - Speaker
1947,,"Sep 23, 2012",Opinion,520,"Maybe the people of Kulpmont should start listening to Walter Lutz. He may be on to something. Can anyone really afford to pay higher taxes right now for a new borough building? How much time do they spend in the building the way it is? If the Kulpmont Borough would have taken care of all these maintenance issues when they arose, they wouldn't be in the situation they are in now.","Sound Off: Sunday, September 23, 2012",The News - Item
1948,"KRAWCZENIUK, BORYS","Apr 5, 2012",News,1079,"""The president says he wants to fundamentally transform America. I don't want to transform America, I want to return to America the principles that made us the nation that we are,"" he said. ""And those principles include freedom and opportunity. When government takes more and more power from the people, we lose our freedom. We lose the opportunity to create enterprises like this and to build a better future for our children and for theirs.""","Romney Brands Obama As The ""anti-energy President""",The Times - Tribune
1949,,"Nov 4, 2012",News,702,"In choosing Barack Obama to sit in the Oval Office four years ago, many voters felt they were voting for a transformational figure, more a rock star than a practitioner of realpolitik. Obama willingly rode that emotion and enthusiasm to the White House, either knowing, or quickly learning, that governing the nation for four years would be harder than inspiring it for an election season.","Barack Obama, Still The Better Choice",Citizens' Voice
1950,"Kalinowski, Bob","Nov 2, 2012",News,757,"""Government is never going to be in touch. Government is bureaucracy and there's so much of it. And that's the problem. It's overregulating, overspending. Nobody is stopping it,"" she said. ""As a tea party member, we want good government, not out of control government.""",17th District Candidates Tout Plans To Break Washington Gridlock,Standard - Speaker
1951,,"Sep 9, 2012",Opinion,312,"The rise of natural gas, development of alternative fuels and engine technology mesh with the standards, even though they would double efficiency standards and reduce auto greenhouse gas emissions by half.",Embracing The Challenge,The Daily Review
1952,,"Nov 4, 2012",Opinion,1242,"The Obama administration's Health and Human Services mandate violates the religious freedom of Christians by forcing religious employers to provide coverage for contraception, sterilization and chemical abortion that they consider immoral. By refusing to set up exchanges states are protecting religious freedom, Obamacare violates one's freedom to choose one's medical care.",Letters To The Editor - Campaign 2012,The Times - Tribune
1953,"G Terry Madonna; Young, Michael L","Jul 22, 2012",Opinion,871,"The law is politically motivated. Voter suppression (i.e., discouraging certain groups from voting) is apparently the real motivation of the law. Republicans have frantically denied this, but their own House majority leader publicly acknowledged it last month. Showing perhaps more candor than canniness, Rep. Mike Turzai implied the law had the partisan goal of winning the presidential election for Mitt Romney. ""Voter ID,"" proclaimed Turzai, ""is going to allow Governor Romney to win the state of Pennsylvania."" Smoking guns don't get clearer than that.",Thinking About Voter ID,The News - Item
1954,"Swartz, Daniel","Apr 30, 2011",Opinion,756,"They realize the power they can gain by portraying some ""other"" race or religion as being not only fundamentally different from ""us"" but also as being the ultimate cause of all of our problems. Nothing can unite people so quickly as a common enemy, even if the enemy is a deliberately created fiction. As long as there is a convenient scapegoat to take the blame, these leaders don't actually have to come up with real solutions to pressing problems. It's the fault of the Jews or the African-Americans or the foreigners. The focus then shifts from getting rid of the actual problem to getting rid of the ""troublemakers."" These leaders can stay in power as long as enough people remain swept up in their river of denial.",Remembering The Holocaust,The Times - Tribune
1955,"Lockwood, Jim","Jul 4, 2012",News,574,"""The event was going on with or without a dignitary,"" Mr. O'Brien added. ""It's positive for Lackawanna County to welcome home the vice president of the United States. We'll make it work.""",Scranton To Bill Obama/Biden Campaign For Costs Associated With Vice President's Visit,The Times - Tribune
1956,"Krawczeniuk, Borys","Oct 19, 2012",News,666,"""I don't look at myself as ideological"" because she believes the nation's problems must be fixed, she said. ""We cannot continue to go on same path. I believe in helping the American people. I'm not looking to go to Washington to say to Mr. (John) Boehner (the House speaker) 'Yes, I'll do everything you want me to do.'""",Cummings: National Sales Tax Would Solve Many Problems,Citizens' Voice
1957,"leskin, thomas","Jan 10, 2012",News,877,"""This is the most unpopular agenda in many decades and President [Barack Obama] has had the lowest approval ratings in the history of approval ratings,"" he said. ""That makes Sen. Casey very unpopular and very vulnerable.""",Republican Senate Hopeful Scaringi Speaks To Schuylkill County Conservatives,Republican & Herald
1958,Anonymous,"Jun 26, 2011",Opinion,422,"I am wondering why Nutrition Inc. gets a guaranteed profit of $45,000 from the Shamokin Area School District for providing food services. When you are company and you give a price for services you hope to make a profit but you are not guaranteed one. I don't understand this. A business like that can't lose money.",Sound Off 6-27-11,The News - Item
1959,,"Nov 3, 2012",Opinion,719,"It ruled that no commonwealth or local governmental entity directly pays PSATS employees salaries; that PSATS employees do not participate in benefit plans reserved for governmental employees; that in the event of dissolution, PSATS's assets do not vest in any governmental entity; that PSATS's employees and executive board are not indemnified by any governmental agency; that no single township controls PSATS; and that resolutions adopted by PSATS's membership do not establish the policies of any governmental entities and are not binding in any way on any governmental entity. And still, ORR ruled, ""these factors cannot offset the fact that PSATS exists solely as an extension of, and to serve, township governments in the commonwealth that are otherwise subject to the RTKL.""",What Will Election Bring?,The News - Item
1960,,"Nov 1, 2012",Opinion,344,"Please vote for President Obama on November 6. You won't be sorry. God bless America, President [Obama] and the people of our country.",Obama Is President Who Wants To Bring Our Country Back,Citizens' Voice
1961,"RANDOM, RODERICK","Aug 25, 2012",Opinion,829,"Well, they do, and it didn't really matter until 1992, when Democrats began their streak of five straight wins by their presidential candidates in the Keystone State, a streak now fed by the rush of Democrats to Philly's suburbs. That rush damaged the way Republicans used to counter the big Democratic Philly vote. Republicans once dominated the four Philadelphia ring counties. They don't anymore. Two are majority Democratic.",Voter ID Alone Can't Give State To Romney,The Times - Tribune
1962,"KRAWCZENIUK, BORYS","Jul 29, 2011",News,422,"Mr. Barletta has already voted for the House Republican ""cut, cap and balance"" plan that would trim spending next year, cap future spending at levels tied to the gross domestic product and send to the states a constitutional amendment requiring a balanced budget. On Thursday, he announced he would support House Speaker John Boehner's plan to cut the deficit by $900 billion, but the plan did not come to a vote. Mr. Barletta did vote in favor of the House GOP plan on Friday, which was promptly rejected by the Senate.",Unions' TV Ad Targets Barletta Over Debt-limit Deal,The Times - Tribune
1963,"KRAWCZENIUK, BORYS","Sep 7, 2011",Sports,235,"The three congressmen said they nominated [Joe Paterno] for ""his substantial contributions to collegiate athletics, higher education and American society"" and because ""he has remained committed to reaching goals without sacrificing the ideals that are central to higher education.""",Paterno Nominated For Medal Of Freedom,The Times - Tribune
1964,"Buffer, Michael P","Aug 31, 2011",News,399,"County residents should provide information about damage to private property to municipal emergency management coordinators even if the damage is covered by insurance, Bekanich said. About 95 percent of the damage in the county was from powerful wind gusts and trees falling on power lines and roads, Bekanich said.","FEMA, PEMA Officials Will Review Hurricane Damage",Citizens' Voice
1965,Anonymous,"Sep 27, 2011",Opinion,605,Commentator: I'm with you. I don't understand the basis for putting someone's name on a sign to implore a voter to vote for that candidate. Who votes on the basis of a sign?,Thunder/Enlightning,Republican & Herald
1966,,"Oct 12, 2012",Opinion,521,"The recent attack on the U.S. consulate in Libya shows the complexity of our place in the world today. While terrorists were attacking U.S. foreign service personnel, other Libyans were trying to help and protect our diplomats. In this complex world, we need a careful and deliberate approach to foreign policy, cooperating with our friends and isolating our enemies through diplomacy. We can no longer afford to shoot from the hip. Preserving and strengthening our relationships with our friends abroad is the key to dealing with threats like Iran, North Korea and global terrorism. Close cooperation with our allies is a source of strength, and will help to keep us out of unnecessary and wasteful conflicts.",When I Vote I'll Be Thinking About Needs Of Working People,Citizens' Voice
1967,"Light, Mia","Jun 15, 2012",News,257,"Mr. [Romney]'s visit is part of his ""Believe in America: Every Town Counts Bus Tour,"" which began Friday in New Hampshire and will end next week in Michigan.",Weatherly Preps For A Visit From Romney,The Times - Tribune
1968,"random, roderick","Dec 9, 2011",Opinion,729,"The weekend is renowned for parties and fundraisers and one of the best-attended post-dinner receptions is the one hosted for the last 20 years by workers compensation insurance mogul Chuck Volpe of Waverly Twp. As always, it will be on the Waldorf's fourth floor in the Louis XVI suite. Mr. Volpe estimates about 600 people come through the doors.",Politicians Still Select Voters,The Times - Tribune
1969,,"Apr 23, 2012",Opinion,1186,"Possibly God isn't that concerned with gays? Maybe the Lord isn't as interested in condoms and the pill as the seemingly sex-obsessed Roman curia? Possibly the Catholic faith, and Christianity in general, are meant to be more than ""the Church of No.""",Letters To The Editor 4/24/2012,The Times - Tribune
1970,,"Oct 3, 2012",Opinion,532,I feel so bad for the owners of the cat killed by the pit bull. The law regarding these vicious dogs needs to be more aggressively enforced. I hope the dog warden was contacted. Frog's take: He was. See Tuesday's edition for the latest.,"Sound Off: Wednesday, October 3, 2012",The News - Item
1971,"Sisak, Michael R","Oct 14, 2011",News,5143,"""It was devastating,"" Butera says, as a backhoe beeps near a friend's damaged home on Delaware Avenue. ""Not only was the water higher than it was in '72 but it was much more turbulent. The damage is horrendous. In '72 it seemed like the water came up real slow and was calm. This water raged. It was raging water. Every window in my house is smashed. The water smashed every window. It picked up everything inside the house, moved it, threw it around. None of that happened in '72 - '72 it was like a gentle flood compared to this.""","The Rising: The Flood, In Words And Images",Citizens' Voice
1972,Anonymous,"Jan 26, 2011",Opinion,956,Editor: Sen. Bob Casey and District Attorney Andy Jarbola have become very outspoken about the gang situation in Scranton. Just two years ago Mayor Chris Doherty was very adamant that Scranton had no significant gang problem. Mr. Jarbola agreed with Mr. Doherty. Mr. Casey never mentioned the situation to my knowledge. Now two years later Scranton has a drug and gang problem?,Letters To The Editor - 1/27/2011,The Times - Tribune
1973,"KRAWCZENIUK, BORYS","Oct 26, 2012",News,1460,"""We just barely opened the door on that the last couple of years,"" Mr. Casey said. ""I guess I don't equate a series of good steps with a radical approach over here (in Mr. Smith's corner). I don't think they're equivalents.""","Smith, Casey Differ Sharply On Social Security, Medicare",The Times - Tribune
1974,"KRAWCZENIUK, BORYS","Sep 26, 2012",News,614,"With the election less than two months away, Obama led Republican presidential nominee Mitt Romney by 50 percent to 39 percent in the poll of registered voters and 52 percent to 43 percent when the poll screened for likely voters.","Voters Displeased With Obama, Casey Job Performance, But Prefer Them To Opponents",The Daily Review
1975,"KRAWCZENIUK, BORYS","Jan 14, 2012",News,1595,"""And that's where the system is broken,"" Barletta said. ""In a perfect world, if you and I were trying to negotiate on something, that's exactly what we would do. If I gave you something and said, 'Take a look at this' and you don't like it, well, then change it, amend it, send me something back, give me another opportunity to find the common ground where we could pass something. But if you're going to take it and throw it a drawer, we're not going to get anywhere.""",Barletta: A Frustrating First Year,Standard - Speaker
1976,,"Jul 31, 2012",Opinion,587,"We need TRUE immigration reform, NOT AMENSTY. We need to have a moratorium on immigration. Illegals need to be repatriated. This can be done by attrition through enforcement. Chain migration must end. Today, immigrants are allowed to bring all kinds of family members and relatives to the U.S. This policy makes immigrants - not Americans - the ultimate arbiters of who comes to America.",Immigration Eroding Traditional America,Standard - Speaker
1977,,"Nov 6, 2012",News,630,"[Dante Picciano] said there is a culture of corruption in Harrisburg and ""we need to clean house. That's why I'm running.""",Heavy Voter Turnout Reported In Schuylkill County,Republican & Herald
1978,,"Jun 13, 2012",News,252,"[Romney] heads into August's Republican National Convention as the presumptive nominee to challenge President Barack Obama, a Democrat. A visit to the Hazleton area could be good news for him. John F. Kennedy spoke on Broad Street in Hazleton in 1960 and Richard Nixon in St. Joseph's gymnasium in the city in 1968 while campaigning. Both were elected president.",Romney Expected To Visit Weatherly On Saturday,Citizens' Voice
